support,itemsets
0.014,frozenset({'angels & airwaves'})
0.007333333333333333,frozenset({'angra'})
0.01,frozenset({'ani difranco'})
0.033666666666666664,frozenset({'animal collective'})
0.008666666666666666,frozenset({'anna ternheim'})
0.01,frozenset({'anthrax'})
0.014666666666666666,frozenset({'anti-flag'})
0.012333333333333333,frozenset({'antonio vivaldi'})
0.021333333333333333,frozenset({'antony and the johnsons'})
0.044,frozenset({'aphex twin'})
0.03666666666666667,frozenset({'apocalyptica'})
0.009,frozenset({'apoptygma berzerk'})
0.010666666666666666,frozenset({'apparat'})
0.050666666666666665,frozenset({'arcade fire'})
0.023666666666666666,frozenset({'arch enemy'})
0.019666666666666666,frozenset({'architecture in helsinki'})
0.006333333333333333,frozenset({'archive'})
0.08,frozenset({'arctic monkeys'})
0.009333333333333334,frozenset({'aretha franklin'})
0.01633333333333333,frozenset({'armin van buuren'})
0.015666666666666666,frozenset({'as i lay dying'})
0.007,frozenset({'ashlee simpson'})
0.011666666666666667,frozenset({'asian dub foundation'})
0.013666666666666667,frozenset({'at the drive-in'})
0.009333333333333334,frozenset({'at the gates'})
0.017333333333333333,frozenset({'atb'})
0.017333333333333333,frozenset({'atmosphere'})
0.019333333333333334,frozenset({'atreyu'})
0.025666666666666667,frozenset({'audioslave'})
0.016,frozenset({'autechre'})
0.009333333333333334,frozenset({'avantasia'})
0.019,frozenset({'avenged sevenfold'})
0.034666666666666665,frozenset({'avril lavigne'})
0.011,frozenset({'ayreon'})
0.017,frozenset({'babyshambles'})
0.014333333333333333,frozenset({'backstreet boys'})
0.007666666666666666,frozenset({'bad brains'})
0.02666666666666667,frozenset({'bad religion'})
0.009333333333333334,frozenset({'badly drawn boy'})
0.023,frozenset({'band of horses'})
0.011333333333333334,frozenset({'barenaked ladies'})
0.01633333333333333,frozenset({'basement jaxx'})
0.014,frozenset({'basshunter'})
0.012,frozenset({'bat for lashes'})
0.008,frozenset({'bathory'})
0.008333333333333333,frozenset({'battles'})
0.009333333333333334,frozenset({'bauhaus'})
0.04666666666666667,frozenset({'beastie boys'})
0.012333333333333333,frozenset({'beatsteaks'})
0.062,frozenset({'beck'})
0.007666666666666666,frozenset({'bee gees'})
0.013,frozenset({'behemoth'})
0.049666666666666665,frozenset({'beirut'})
0.04566666666666667,frozenset({'belle and sebastian'})
0.019333333333333334,frozenset({'ben folds'})
0.010333333333333333,frozenset({'ben folds five'})
0.014,frozenset({'ben harper'})
0.009333333333333334,frozenset({'benny benassi'})
0.024666666666666667,frozenset({'beyoncé'})
0.010333333333333333,frozenset({'biffy clyro'})
0.017,frozenset({'billie holiday'})
0.01633333333333333,frozenset({'billy joel'})
0.03333333333333333,frozenset({'billy talent'})
0.06433333333333334,frozenset({'björk'})
0.026,frozenset({'black eyed peas'})
0.010666666666666666,frozenset({'black flag'})
0.011,frozenset({'black label society'})
0.010666666666666666,frozenset({'black rebel motorcycle club'})
0.039,frozenset({'black sabbath'})
0.005333333333333333,frozenset({'blackfield'})
0.007,frozenset({'blank & jones'})
0.024666666666666667,frozenset({'blind guardian'})
0.056666666666666664,frozenset({'blink-182'})
0.06466666666666666,frozenset({'bloc party'})
0.019333333333333334,frozenset({'blonde redhead'})
0.017333333333333333,frozenset({'blondie'})
0.008333333333333333,frozenset({'bloodbath'})
0.019666666666666666,frozenset({'bloodhound gang'})
0.032,frozenset({'blur'})
0.04533333333333334,frozenset({'boards of canada'})
0.072,frozenset({'bob dylan'})
0.042333333333333334,frozenset({'bob marley'})
0.03,frozenset({'bob marley & the wailers'})
0.02266666666666667,frozenset({'bon iver'})
0.02266666666666667,frozenset({'bon jovi'})
0.013333333333333334,frozenset({'bonnie prince billy'})
0.023,frozenset({'bonobo'})
0.014333333333333333,frozenset({'booka shade'})
0.007333333333333333,frozenset({'bowling for soup'})
0.009,frozenset({'boys like girls'})
0.006333333333333333,frozenset({'boys noize'})
0.021333333333333333,frozenset({'brand new'})
0.025,frozenset({'breaking benjamin'})
0.016,frozenset({'brian eno'})
0.037333333333333336,frozenset({'bright eyes'})
0.013,frozenset({'bring me the horizon'})
0.04733333333333333,frozenset({'britney spears'})
0.029333333333333333,frozenset({'broken social scene'})
0.029333333333333333,frozenset({'bruce springsteen'})
0.01,frozenset({'bryan adams'})
0.009,frozenset({'buckethead'})
0.008,frozenset({'buena vista social club'})
0.008,frozenset({'built to spill'})
0.033,frozenset({'bullet for my valentine'})
0.021,frozenset({'burial'})
0.007666666666666666,frozenset({'burzum'})
0.008,frozenset({'bush'})
0.010666666666666666,frozenset({'busta rhymes'})
0.007666666666666666,frozenset({'buzzcocks'})
0.006666666666666667,frozenset({'böhse onkelz'})
0.009,frozenset({'caetano veloso'})
0.022,frozenset({'cake'})
0.011333333333333334,frozenset({'calexico'})
0.007666666666666666,frozenset({'caliban'})
0.008333333333333333,frozenset({'calvin harris'})
0.006333333333333333,frozenset({'camel'})
0.011333333333333334,frozenset({'camera obscura'})
0.011333333333333334,frozenset({'cannibal corpse'})
0.024,frozenset({'cansei de ser sexy'})
0.005333333333333333,frozenset({'captain beefheart & his magic band'})
0.006333333333333333,frozenset({'carcass'})
0.009666666666666667,frozenset({'carla bruni'})
0.018333333333333333,frozenset({'cascada'})
0.03766666666666667,frozenset({'cat power'})
0.01,frozenset({'cat stevens'})
0.008666666666666666,frozenset({'chamillionaire'})
0.007,frozenset({'charlie parker'})
0.008333333333333333,frozenset({'chet baker'})
0.006666666666666667,frozenset({'chevelle'})
0.009333333333333334,frozenset({'chicane'})
0.009,frozenset({'chico buarque'})
0.03333333333333333,frozenset({'children of bodom'})
0.011666666666666667,frozenset({'chimaira'})
0.007,frozenset({'chiodos'})
0.013333333333333334,frozenset({'chris brown'})
0.006333333333333333,frozenset({'chris cornell'})
0.025333333333333333,frozenset({'christina aguilera'})
0.01,frozenset({'chromeo'})
0.009666666666666667,frozenset({'circa survive'})
0.011333333333333334,frozenset({'city and colour'})
0.01,frozenset({'clap your hands say yeah'})
0.015,frozenset({'clint mansell'})
0.009333333333333334,frozenset({'clueso'})
0.012,frozenset({'cobra starship'})
0.027333333333333334,frozenset({'cocorosie'})
0.009,frozenset({'cocteau twins'})
0.016666666666666666,frozenset({'coheed and cambria'})
0.009333333333333334,frozenset({'colbie caillat'})
0.007,frozenset({'cold war kids'})
0.16066666666666668,frozenset({'coldplay'})
0.007333333333333333,frozenset({'coma'})
0.008333333333333333,frozenset({'combichrist'})
0.006666666666666667,frozenset({'comeback kid'})
0.018,frozenset({'common'})
0.013,frozenset({'converge'})
0.007,frozenset({'corinne bailey rae'})
0.015,frozenset({'counting crows'})
0.019666666666666666,frozenset({'cradle of filth'})
0.005666666666666667,frozenset({'craig david'})
0.01,frozenset({'cream'})
0.009,frozenset({'creed'})
0.03,frozenset({'creedence clearwater revival'})
0.025,frozenset({'crystal castles'})
0.007333333333333333,frozenset({'cunninlynguists'})
0.009666666666666667,frozenset({'cursive'})
0.018,frozenset({'cut copy'})
0.009333333333333334,frozenset({'cute is what we aim for'})
0.023333333333333334,frozenset({'cypress hill'})
0.011,frozenset({'céline dion'})
0.073,frozenset({'daft punk'})
0.008666666666666666,frozenset({'damian marley'})
0.03166666666666667,frozenset({'damien rice'})
0.015,frozenset({'danny elfman'})
0.023,frozenset({'dark tranquillity'})
0.007,frozenset({'darkthrone'})
0.018333333333333333,frozenset({'dashboard confessional'})
0.018666666666666668,frozenset({'dave matthews band'})
0.07466666666666667,frozenset({'david bowie'})
0.008666666666666666,frozenset({'david gray'})
0.02,frozenset({'david guetta'})
0.010333333333333333,frozenset({'de la soul'})
0.01,frozenset({'de-phazz'})
0.013,frozenset({'dead can dance'})
0.014,frozenset({'dead kennedys'})
0.014333333333333333,frozenset({'death'})
0.084,frozenset({'death cab for cutie'})
0.012,frozenset({'death from above 1979'})
0.006,frozenset({'deathstars'})
0.026,frozenset({'deep purple'})
0.011,frozenset({'deerhoof'})
0.009666666666666667,frozenset({'deerhunter'})
0.010333333333333333,frozenset({'def leppard'})
0.034333333333333334,frozenset({'deftones'})
0.010333333333333333,frozenset({'deichkind'})
0.008666666666666666,frozenset({'delerium'})
0.07133333333333333,frozenset({'depeche mode'})
0.009,frozenset({'descendents'})
0.007,frozenset({'dethklok'})
0.007,frozenset({'deus'})
0.025333333333333333,frozenset({'devendra banhart'})
0.009666666666666667,frozenset({'devildriver'})
0.01,frozenset({'devo'})
0.011666666666666667,frozenset({'diana krall'})
0.02266666666666667,frozenset({'dido'})
0.008,frozenset({'die apokalyptischen reiter'})
0.012333333333333333,frozenset({'die toten hosen'})
0.020666666666666667,frozenset({'die Ärzte'})
0.017333333333333333,frozenset({'digitalism'})
0.015666666666666666,frozenset({'dimmu borgir'})
0.008333333333333333,frozenset({'dinosaur jr.'})
0.012666666666666666,frozenset({'dio'})
0.012666666666666666,frozenset({'dir en grey'})
0.025666666666666667,frozenset({'dire straits'})
0.008666666666666666,frozenset({'dirty pretty things'})
0.048,frozenset({'disturbed'})
0.008,frozenset({'dizzee rascal'})
0.010333333333333333,frozenset({'dj krush'})
0.022333333333333334,frozenset({'dj shadow'})
0.005666666666666667,frozenset({'django reinhardt'})
0.005666666666666667,frozenset({'dmx'})
0.008666666666666666,frozenset({'dope'})
0.007333333333333333,frozenset({'doves'})
0.006333333333333333,frozenset({'down'})
0.017666666666666667,frozenset({'dr. dre'})
0.015333333333333332,frozenset({'dragonforce'})
0.03133333333333333,frozenset({'dream theater'})
0.012666666666666666,frozenset({'dredg'})
0.018,frozenset({'dropkick murphys'})
0.008333333333333333,frozenset({'drowning pool'})
0.02033333333333333,frozenset({'duffy'})
0.012333333333333333,frozenset({'duran duran'})
0.014333333333333333,frozenset({'eagles'})
0.008666666666666666,frozenset({'eagles of death metal'})
0.008,frozenset({'echo & the bunnymen'})
0.012333333333333333,frozenset({'eddie vedder'})
0.011333333333333334,frozenset({'edguy'})
0.023666666666666666,frozenset({'editors'})
0.023,frozenset({'eels'})
0.009,frozenset({'einstürzende neubauten'})
0.008666666666666666,frozenset({'elbow'})
0.006666666666666667,frozenset({'electric light orchestra'})
0.009666666666666667,frozenset({'electric six'})
0.01,frozenset({'ella fitzgerald'})
0.049,frozenset({'elliott smith'})
0.019666666666666666,frozenset({'elton john'})
0.012333333333333333,frozenset({'eluveitie'})
0.012,frozenset({'elvis costello'})
0.036,frozenset({'elvis presley'})
0.005666666666666667,frozenset({'emery'})
0.010333333333333333,frozenset({'emilie autumn'})
0.007333333333333333,frozenset({'emilie simon'})
0.007333333333333333,frozenset({'emilíana torrini'})
0.04766666666666667,frozenset({'eminem'})
0.018666666666666668,frozenset({'enigma'})
0.01,frozenset({'ennio morricone'})
0.012,frozenset({'enrique iglesias'})
0.018,frozenset({'ensiferum'})
0.012,frozenset({'enter shikari'})
0.028666666666666667,frozenset({'enya'})
0.013,frozenset({'epica'})
0.006333333333333333,frozenset({'equilibrium'})
0.008,frozenset({'era'})
0.024666666666666667,frozenset({'eric clapton'})
0.015666666666666666,frozenset({'erykah badu'})
0.007666666666666666,frozenset({'escape the fate'})
0.052333333333333336,frozenset({'evanescence'})
0.028333333333333332,frozenset({'explosions in the sky'})
0.019666666666666666,frozenset({'faith no more'})
0.024,frozenset({'faithless'})
0.04933333333333333,frozenset({'fall out boy'})
0.007666666666666666,frozenset({'farin urlaub'})
0.025666666666666667,frozenset({'fatboy slim'})
0.012,frozenset({'fear factory'})
0.005666666666666667,frozenset({'feeder'})
0.05566666666666667,frozenset({'feist'})
0.009,frozenset({'fergie'})
0.007666666666666666,frozenset({'ferry corsten'})
0.009666666666666667,frozenset({'final fantasy'})
0.006666666666666667,frozenset({'finch'})
0.017666666666666667,frozenset({'finntroll'})
0.02,frozenset({'fiona apple'})
0.008666666666666666,frozenset({'fischerspooner'})
0.025666666666666667,frozenset({'fleet foxes'})
0.014333333333333333,frozenset({'fleetwood mac'})
0.008666666666666666,frozenset({'flight of the conchords'})
0.008,frozenset({'flo rida'})
0.023666666666666666,frozenset({'flogging molly'})
0.010666666666666666,frozenset({'flying lotus'})
0.012666666666666666,frozenset({'flyleaf'})
0.010666666666666666,frozenset({'foals'})
0.07566666666666666,frozenset({'foo fighters'})
0.015,frozenset({'fort minor'})
0.011,frozenset({'four tet'})
0.029666666666666668,frozenset({'frank sinatra'})
0.014,frozenset({'frank zappa'})
0.056666666666666664,frozenset({'franz ferdinand'})
0.006333333333333333,frozenset({'from autumn to ashes'})
0.008666666666666666,frozenset({'from first to last'})
0.01633333333333333,frozenset({'frou frou'})
0.013666666666666667,frozenset({'frédéric chopin'})
0.01,frozenset({'fugazi'})
0.015333333333333332,frozenset({'funeral for a friend'})
0.009,frozenset({'gamma ray'})
0.011333333333333334,frozenset({'gang starr'})
0.026,frozenset({'garbage'})
0.007,frozenset({'gavin degraw'})
0.014666666666666666,frozenset({'genesis'})
0.01,frozenset({'gentleman'})
0.008,frozenset({'george michael'})
0.01,frozenset({'ghostface'})
0.016666666666666666,frozenset({'girl talk'})
0.005,frozenset({'girls aloud'})
0.023,frozenset({'gnarls barkley'})
0.016,frozenset({'god is an astronaut'})
0.016666666666666666,frozenset({'godsmack'})
0.008333333333333333,frozenset({'godspeed you! black emperor'})
0.013,frozenset({'gogol bordello'})
0.009333333333333334,frozenset({'gojira'})
0.008333333333333333,frozenset({'goldfinger'})
0.035333333333333335,frozenset({'goldfrapp'})
0.014666666666666666,frozenset({'goo goo dolls'})
0.024666666666666667,frozenset({'good charlotte'})
0.051666666666666666,frozenset({'gorillaz'})
0.012,frozenset({'gotan project'})
0.010333333333333333,frozenset({'grateful dead'})
0.081,frozenset({'green day'})
0.010333333333333333,frozenset({'grizzly bear'})
0.016,frozenset({'groove armada'})
0.007,frozenset({'groove coverage'})
0.02033333333333333,frozenset({'guano apes'})
0.006,frozenset({'guided by voices'})
0.024333333333333332,frozenset({'guns n roses'})
0.01633333333333333,frozenset({'gwen stefani'})
0.015666666666666666,frozenset({'gym class heroes'})
0.008333333333333333,frozenset({'haggard'})
0.013333333333333334,frozenset({'hammerfall'})
0.02266666666666667,frozenset({'hans zimmer'})
0.009666666666666667,frozenset({'happysad'})
0.006666666666666667,frozenset({'hard-fi'})
0.013666666666666667,frozenset({'hatebreed'})
0.010666666666666666,frozenset({'heaven shall burn'})
0.013333333333333334,frozenset({'hellogoodbye'})
0.024666666666666667,frozenset({'helloween'})
0.007666666666666666,frozenset({'herbie hancock'})
0.007,frozenset({'hercules and love affair'})
0.007,frozenset({'hey'})
0.007,frozenset({'high contrast'})
0.008666666666666666,frozenset({'hilary duff'})
0.028666666666666667,frozenset({'him'})
0.014666666666666666,frozenset({'hoobastank'})
0.01633333333333333,frozenset({'hooverphonic'})
0.029666666666666668,frozenset({'hot chip'})
0.008,frozenset({'hot hot heat'})
0.012666666666666666,frozenset({'howard shore'})
0.008,frozenset({'hypocrisy'})
0.007666666666666666,frozenset({'håkan hellström'})
0.006333333333333333,frozenset({'iamx'})
0.008333333333333333,frozenset({'ice cube'})
0.017333333333333333,frozenset({'iced earth'})
0.009666666666666667,frozenset({'iggy pop'})
0.006666666666666667,frozenset({'ignite'})
0.011666666666666667,frozenset({'ill niño'})
0.008333333333333333,frozenset({'immortal'})
0.007,frozenset({'immortal technique'})
0.025,frozenset({'imogen heap'})
0.012333333333333333,frozenset({'in extremo'})
0.05533333333333333,frozenset({'in flames'})
0.05633333333333333,frozenset({'incubus'})
0.02266666666666667,frozenset({'infected mushroom'})
0.04833333333333333,frozenset({'interpol'})
0.006666666666666667,frozenset({'inxs'})
0.033,frozenset({'iron & wine'})
0.059333333333333335,frozenset({'iron maiden'})
0.015333333333333332,frozenset({'isis'})
0.012333333333333333,frozenset({'j dilla'})
0.057666666666666665,frozenset({'jack johnson'})
0.024,frozenset({'james blunt'})
0.012666666666666666,frozenset({'james brown'})
0.012666666666666666,frozenset({'james morrison'})
0.012666666666666666,frozenset({'jamie cullum'})
0.035,frozenset({'jamiroquai'})
0.010666666666666666,frozenset({'janis joplin'})
0.030333333333333334,frozenset({'jason mraz'})
0.031,frozenset({'jay-z'})
0.007,frozenset({'jazzanova'})
0.009333333333333334,frozenset({'jedi mind tricks'})
0.016,frozenset({'jeff buckley'})
0.012,frozenset({'jefferson airplane'})
0.008,frozenset({'jem'})
0.009333333333333334,frozenset({'jennifer lopez'})
0.013666666666666667,frozenset({'jens lekman'})
0.007666666666666666,frozenset({'jet'})
0.015666666666666666,frozenset({'jethro tull'})
0.03833333333333333,frozenset({'jimi hendrix'})
0.03166666666666667,frozenset({'jimmy eat world'})
0.01633333333333333,frozenset({'joanna newsom'})
0.011333333333333334,frozenset({'joe satriani'})
0.016,frozenset({'johann sebastian bach'})
0.011666666666666667,frozenset({'john coltrane'})
0.007333333333333333,frozenset({'john frusciante'})
0.017,frozenset({'john legend'})
0.014333333333333333,frozenset({'john lennon'})
0.03,frozenset({'john mayer'})
0.015,frozenset({'john williams'})
0.06733333333333333,frozenset({'johnny cash'})
0.01,frozenset({'jonas brothers'})
0.009333333333333334,frozenset({'joni mitchell'})
0.006666666666666667,frozenset({'jordin sparks'})
0.006666666666666667,frozenset({'joshua radin'})
0.010666666666666666,frozenset({'joss stone'})
0.033,frozenset({'josé gonzález'})
0.008333333333333333,frozenset({'journey'})
0.04466666666666667,frozenset({'joy division'})
0.028333333333333332,frozenset({'judas priest'})
0.008333333333333333,frozenset({'junior boys'})
0.013,frozenset({'jurassic 5'})
0.035,frozenset({'justice'})
0.036,frozenset({'justin timberlake'})
0.029666666666666668,frozenset({'kaiser chiefs'})
0.015333333333333332,frozenset({'kamelot'})
0.064,frozenset({'kanye west'})
0.016,frozenset({'kasabian'})
0.021,frozenset({'katatonia'})
0.014,frozenset({'kate bush'})
0.022333333333333334,frozenset({'kate nash'})
0.01633333333333333,frozenset({'katie melua'})
0.036333333333333336,frozenset({'katy perry'})
0.036333333333333336,frozenset({'keane'})
0.02666666666666667,frozenset({'kelly clarkson'})
0.016666666666666666,frozenset({'kent'})
0.029,frozenset({'killswitch engage'})
0.010333333333333333,frozenset({'kimya dawson'})
0.011,frozenset({'king crimson'})
0.03233333333333333,frozenset({'kings of convenience'})
0.05633333333333333,frozenset({'kings of leon'})
0.019333333333333334,frozenset({'kiss'})
0.018666666666666668,frozenset({'klaxons'})
0.007666666666666666,frozenset({'kmfdm'})
0.007333333333333333,frozenset({'koop'})
0.02033333333333333,frozenset({'korpiklaani'})
0.008333333333333333,frozenset({'kosheen'})
0.046,frozenset({'koЯn'})
0.012666666666666666,frozenset({'kraftwerk'})
0.012666666666666666,frozenset({'kreator'})
0.017333333333333333,frozenset({'kt tunstall'})
0.007666666666666666,frozenset({'kult'})
0.029,frozenset({'kylie minogue'})
0.011,frozenset({'kyuss'})
0.007,frozenset({'lacrimosa'})
0.02033333333333333,frozenset({'lacuna coil'})
0.031,frozenset({'lady gaga'})
0.024666666666666667,frozenset({'ladytron'})
0.005666666666666667,frozenset({'lagwagon'})
0.01633333333333333,frozenset({'lamb'})
0.018333333333333333,frozenset({'lamb of god'})
0.011333333333333334,frozenset({'late of the pier'})
0.015666666666666666,frozenset({'lcd soundsystem'})
0.009666666666666667,frozenset({'le tigre'})
0.074,frozenset({'led zeppelin'})
0.017333333333333333,frozenset({'lenny kravitz'})
0.01633333333333333,frozenset({'leona lewis'})
0.025666666666666667,frozenset({'leonard cohen'})
0.01633333333333333,frozenset({'less than jake'})
0.015666666666666666,frozenset({'lifehouse'})
0.014666666666666666,frozenset({'lil wayne'})
0.039,frozenset({'lily allen'})
0.028333333333333332,frozenset({'limp bizkit'})
0.09566666666666666,frozenset({'linkin park'})
0.007666666666666666,frozenset({'live'})
0.008,frozenset({'lordi'})
0.007333333333333333,frozenset({'loreena mckennitt'})
0.010666666666666666,frozenset({'los hermanos'})
0.021666666666666667,frozenset({'lostprophets'})
0.010666666666666666,frozenset({'lou reed'})
0.013,frozenset({'louis armstrong'})
0.009,frozenset({'low'})
0.009333333333333334,frozenset({'ludacris'})
0.013333333333333334,frozenset({'ludwig van beethoven'})
0.021333333333333333,frozenset({'lupe fiasco'})
0.013333333333333334,frozenset({'lykke li'})
0.009,frozenset({'lynyrd skynyrd'})
0.011,frozenset({'m. ward'})
0.027333333333333334,frozenset({'m.i.a.'})
0.024666666666666667,frozenset({'m83'})
0.01633333333333333,frozenset({'machine head'})
0.009333333333333334,frozenset({'madlib'})
0.005666666666666667,frozenset({'madness'})
0.057,frozenset({'madonna'})
0.01,frozenset({'madvillain'})
0.006666666666666667,frozenset({'mae'})
0.014666666666666666,frozenset({'mando diao'})
0.011,frozenset({'manic street preachers'})
0.016666666666666666,frozenset({'manowar'})
0.03,frozenset({'manu chao'})
0.01,frozenset({'maria mena'})
0.015333333333333332,frozenset({'mariah carey'})
0.005666666666666667,frozenset({'marillion'})
0.051333333333333335,frozenset({'marilyn manson'})
0.008,frozenset({'mark ronson'})
0.027,frozenset({'maroon 5'})
0.011666666666666667,frozenset({'marvin gaye'})
0.007,frozenset({'mary j. blige'})
0.06366666666666666,frozenset({'massive attack'})
0.018333333333333333,frozenset({'mastodon'})
0.008666666666666666,frozenset({'matchbox twenty'})
0.015,frozenset({'matisyahu'})
0.010666666666666666,frozenset({'max richter'})
0.02033333333333333,frozenset({'maxïmo park'})
0.008666666666666666,frozenset({'me first and the gimme gimmes'})
0.03266666666666666,frozenset({'megadeth'})
0.006,frozenset({'melvins'})
0.011333333333333334,frozenset({'meshuggah'})
0.111,frozenset({'metallica'})
0.018666666666666668,frozenset({'metric'})
0.010666666666666666,frozenset({'metro station'})
0.015333333333333332,frozenset({'mew'})
0.012,frozenset({'mf doom'})
0.044333333333333336,frozenset({'mgmt'})
0.01633333333333333,frozenset({'michael bublé'})
0.05433333333333333,frozenset({'michael jackson'})
0.025666666666666667,frozenset({'mika'})
0.007,frozenset({'mike oldfield'})
0.025,frozenset({'miles davis'})
0.008666666666666666,frozenset({'miley cyrus'})
0.017333333333333333,frozenset({'millencolin'})
0.025,frozenset({'mindless self indulgence'})
0.009,frozenset({'ministry'})
0.006333333333333333,frozenset({'minor threat'})
0.01633333333333333,frozenset({'minus the bear'})
0.009333333333333334,frozenset({'mirah'})
0.024666666666666667,frozenset({'misfits'})
0.007333333333333333,frozenset({'missy elliott'})
0.007666666666666666,frozenset({'mobb deep'})
0.059,frozenset({'moby'})
0.05,frozenset({'modest mouse'})
0.03666666666666667,frozenset({'mogwai'})
0.016,frozenset({'moloko'})
0.010666666666666666,frozenset({'mono'})
0.013333333333333334,frozenset({'moonspell'})
0.006,frozenset({'morbid angel'})
0.026,frozenset({'morcheeba'})
0.007333333333333333,frozenset({'morphine'})
0.026333333333333334,frozenset({'morrissey'})
0.011333333333333334,frozenset({'mos def'})
0.011,frozenset({'motion city soundtrack'})
0.025,frozenset({'motörhead'})
0.008,frozenset({'mr. scruff'})
0.009666666666666667,frozenset({'mudvayne'})
0.11933333333333333,frozenset({'muse'})
0.019333333333333334,frozenset({'my bloody valentine'})
0.042666666666666665,frozenset({'my chemical romance'})
0.009333333333333334,frozenset({'my dying bride'})
0.008333333333333333,frozenset({'my morning jacket'})
0.006666666666666667,frozenset({'mylo'})
0.011666666666666667,frozenset({'myslovitz'})
0.009666666666666667,frozenset({'mötley crüe'})
0.013,frozenset({'múm'})
0.013,frozenset({'n*e*r*d'})
0.013,frozenset({'nada surf'})
0.007666666666666666,frozenset({'napalm death'})
0.026,frozenset({'nas'})
0.007666666666666666,frozenset({'natasha bedingfield'})
0.013666666666666667,frozenset({'ne-yo'})
0.030333333333333334,frozenset({'neil young'})
0.006333333333333333,frozenset({'neko case'})
0.006666666666666667,frozenset({'nelly'})
0.03833333333333333,frozenset({'nelly furtado'})
0.025,frozenset({'neutral milk hotel'})
0.013666666666666667,frozenset({'new found glory'})
0.02666666666666667,frozenset({'new order'})
0.025333333333333333,frozenset({'nick cave and the bad seeds'})
0.03,frozenset({'nick drake'})
0.042,frozenset({'nickelback'})
0.011666666666666667,frozenset({'nightmares on wax'})
0.06266666666666666,frozenset({'nightwish'})
0.011,frozenset({'nile'})
0.024,frozenset({'nina simone'})
0.076,frozenset({'nine inch nails'})
0.09566666666666666,frozenset({'nirvana'})
0.02,frozenset({'no doubt'})
0.027,frozenset({'nofx'})
0.03666666666666667,frozenset({'norah jones'})
0.008,frozenset({'norther'})
0.013666666666666667,frozenset({'notorious b.i.g.'})
0.034666666666666665,frozenset({'nouvelle vague'})
0.006,frozenset({'o.s.t.r.'})
0.05333333333333334,frozenset({'oasis'})
0.02666666666666667,frozenset({'of montreal'})
0.009,frozenset({'ok go'})
0.012666666666666666,frozenset({'okkervil river'})
0.010666666666666666,frozenset({'onerepublic'})
0.013,frozenset({'oomph!'})
0.036333333333333336,frozenset({'opeth'})
0.009,frozenset({'orbital'})
0.010666666666666666,frozenset({'otis redding'})
0.021,frozenset({'outkast'})
0.016,frozenset({'ozzy osbourne'})
0.019666666666666666,frozenset({'p.o.d.'})
0.009,frozenset({'pain'})
0.009,frozenset({'pain of salvation'})
0.027333333333333334,frozenset({'panic at the disco'})
0.008333333333333333,frozenset({'panic! at the disco'})
0.029333333333333333,frozenset({'pantera'})
0.009666666666666667,frozenset({'paolo nutini'})
0.032,frozenset({'papa roach'})
0.011666666666666667,frozenset({'paradise lost'})
0.04466666666666667,frozenset({'paramore'})
0.009666666666666667,frozenset({'parkway drive'})
0.007333333333333333,frozenset({'parov stelar'})
0.011666666666666667,frozenset({'patrick wolf'})
0.005,frozenset({'paul mccartney'})
0.005666666666666667,frozenset({'paul oakenfold'})
