support,itemsets
0.02266666666666667,frozenset({'dido'})
0.020666666666666667,frozenset({'die Ärzte'})
0.025666666666666667,frozenset({'dire straits'})
0.048,frozenset({'disturbed'})
0.022333333333333334,frozenset({'dj shadow'})
0.03133333333333333,frozenset({'dream theater'})
0.02033333333333333,frozenset({'duffy'})
0.023666666666666666,frozenset({'editors'})
0.023,frozenset({'eels'})
0.049,frozenset({'elliott smith'})
0.036,frozenset({'elvis presley'})
0.04766666666666667,frozenset({'eminem'})
0.028666666666666667,frozenset({'enya'})
0.024666666666666667,frozenset({'eric clapton'})
0.052333333333333336,frozenset({'evanescence'})
0.028333333333333332,frozenset({'explosions in the sky'})
0.26033333333333336,frozenset({'f'})
0.024,frozenset({'faithless'})
0.04933333333333333,frozenset({'fall out boy'})
0.025666666666666667,frozenset({'fatboy slim'})
0.05566666666666667,frozenset({'feist'})
0.02,frozenset({'fiona apple'})
0.025666666666666667,frozenset({'fleet foxes'})
0.023666666666666666,frozenset({'flogging molly'})
0.07566666666666666,frozenset({'foo fighters'})
0.029666666666666668,frozenset({'frank sinatra'})
0.056666666666666664,frozenset({'franz ferdinand'})
0.026,frozenset({'garbage'})
0.023,frozenset({'gnarls barkley'})
0.035333333333333335,frozenset({'goldfrapp'})
0.024666666666666667,frozenset({'good charlotte'})
0.051666666666666666,frozenset({'gorillaz'})
0.081,frozenset({'green day'})
0.02033333333333333,frozenset({'guano apes'})
0.024333333333333332,frozenset({'guns n roses'})
0.02266666666666667,frozenset({'hans zimmer'})
0.024666666666666667,frozenset({'helloween'})
0.028666666666666667,frozenset({'him'})
0.029666666666666668,frozenset({'hot chip'})
0.025,frozenset({'imogen heap'})
0.05533333333333333,frozenset({'in flames'})
0.05633333333333333,frozenset({'incubus'})
0.02266666666666667,frozenset({'infected mushroom'})
0.04833333333333333,frozenset({'interpol'})
0.033,frozenset({'iron & wine'})
0.059333333333333335,frozenset({'iron maiden'})
0.057666666666666665,frozenset({'jack johnson'})
0.024,frozenset({'james blunt'})
0.035,frozenset({'jamiroquai'})
0.030333333333333334,frozenset({'jason mraz'})
0.031,frozenset({'jay-z'})
0.03833333333333333,frozenset({'jimi hendrix'})
0.03166666666666667,frozenset({'jimmy eat world'})
0.03,frozenset({'john mayer'})
0.06733333333333333,frozenset({'johnny cash'})
0.033,frozenset({'josé gonzález'})
0.04466666666666667,frozenset({'joy division'})
0.028333333333333332,frozenset({'judas priest'})
0.035,frozenset({'justice'})
0.036,frozenset({'justin timberlake'})
0.029666666666666668,frozenset({'kaiser chiefs'})
0.064,frozenset({'kanye west'})
0.021,frozenset({'katatonia'})
0.022333333333333334,frozenset({'kate nash'})
0.036333333333333336,frozenset({'katy perry'})
0.036333333333333336,frozenset({'keane'})
0.02666666666666667,frozenset({'kelly clarkson'})
0.029,frozenset({'killswitch engage'})
0.03233333333333333,frozenset({'kings of convenience'})
0.05633333333333333,frozenset({'kings of leon'})
0.02033333333333333,frozenset({'korpiklaani'})
0.046,frozenset({'koЯn'})
0.029,frozenset({'kylie minogue'})
0.02033333333333333,frozenset({'lacuna coil'})
0.031,frozenset({'lady gaga'})
0.024666666666666667,frozenset({'ladytron'})
0.074,frozenset({'led zeppelin'})
0.025666666666666667,frozenset({'leonard cohen'})
0.039,frozenset({'lily allen'})
0.028333333333333332,frozenset({'limp bizkit'})
0.09566666666666666,frozenset({'linkin park'})
0.021666666666666667,frozenset({'lostprophets'})
0.021333333333333333,frozenset({'lupe fiasco'})
0.7396666666666667,frozenset({'m'})
0.027333333333333334,frozenset({'m.i.a.'})
0.024666666666666667,frozenset({'m83'})
0.057,frozenset({'madonna'})
0.03,frozenset({'manu chao'})
0.051333333333333335,frozenset({'marilyn manson'})
0.027,frozenset({'maroon 5'})
0.06366666666666666,frozenset({'massive attack'})
0.02033333333333333,frozenset({'maxïmo park'})
0.03266666666666666,frozenset({'megadeth'})
0.111,frozenset({'metallica'})
0.044333333333333336,frozenset({'mgmt'})
0.05433333333333333,frozenset({'michael jackson'})
0.025666666666666667,frozenset({'mika'})
0.025,frozenset({'miles davis'})
0.025,frozenset({'mindless self indulgence'})
0.024666666666666667,frozenset({'misfits'})
0.059,frozenset({'moby'})
0.05,frozenset({'modest mouse'})
0.03666666666666667,frozenset({'mogwai'})
0.026,frozenset({'morcheeba'})
0.026333333333333334,frozenset({'morrissey'})
0.025,frozenset({'motörhead'})
0.11933333333333333,frozenset({'muse'})
0.042666666666666665,frozenset({'my chemical romance'})
0.026,frozenset({'nas'})
0.030333333333333334,frozenset({'neil young'})
0.03833333333333333,frozenset({'nelly furtado'})
0.025,frozenset({'neutral milk hotel'})
0.02666666666666667,frozenset({'new order'})
0.025333333333333333,frozenset({'nick cave and the bad seeds'})
0.03,frozenset({'nick drake'})
0.042,frozenset({'nickelback'})
0.06266666666666666,frozenset({'nightwish'})
0.024,frozenset({'nina simone'})
0.076,frozenset({'nine inch nails'})
0.09566666666666666,frozenset({'nirvana'})
0.02,frozenset({'no doubt'})
0.027,frozenset({'nofx'})
0.03666666666666667,frozenset({'norah jones'})
0.034666666666666665,frozenset({'nouvelle vague'})
0.05333333333333334,frozenset({'oasis'})
0.02666666666666667,frozenset({'of montreal'})
0.036333333333333336,frozenset({'opeth'})
0.021,frozenset({'outkast'})
0.027333333333333334,frozenset({'panic at the disco'})
0.029333333333333333,frozenset({'pantera'})
0.032,frozenset({'papa roach'})
0.04466666666666667,frozenset({'paramore'})
0.047,frozenset({'pearl jam'})
0.028333333333333332,frozenset({'pendulum'})
0.093,frozenset({'pink floyd'})
0.04766666666666667,frozenset({'pixies'})
0.03133333333333333,frozenset({'pj harvey'})
0.07966666666666666,frozenset({'placebo'})
0.028,frozenset({'porcupine tree'})
0.068,frozenset({'portishead'})
0.06466666666666666,frozenset({'queen'})
0.04933333333333333,frozenset({'queens of the stone age'})
0.04666666666666667,frozenset({'r.e.m.'})
0.16966666666666666,frozenset({'radiohead'})
0.049,frozenset({'rage against the machine'})
0.06933333333333333,frozenset({'rammstein'})
0.043666666666666666,frozenset({'ramones'})
0.023,frozenset({'rancid'})
0.023333333333333334,frozenset({'ratatat'})
0.11366666666666667,frozenset({'red hot chili peppers'})
0.04533333333333334,frozenset({'regina spektor'})
0.04533333333333334,frozenset({'rihanna'})
0.020666666666666667,frozenset({'rilo kiley'})
0.043333333333333335,frozenset({'rise against'})
0.021,frozenset({'rjd2'})
0.02266666666666667,frozenset({'robbie williams'})
0.04566666666666667,frozenset({'röyksopp'})
0.02033333333333333,frozenset({'santogold'})
0.022333333333333334,frozenset({'scorpions'})
0.02033333333333333,frozenset({'sepultura'})
0.076,frozenset({'sigur rós'})
0.026333333333333334,frozenset({'simon & garfunkel'})
0.02266666666666667,frozenset({'simple plan'})
0.034,frozenset({'slayer'})
0.048666666666666664,frozenset({'slipknot'})
0.05366666666666667,frozenset({'snow patrol'})
0.025333333333333333,frozenset({'sonata arctica'})
0.035666666666666666,frozenset({'sonic youth'})
0.021333333333333333,frozenset({'stars'})
0.02,frozenset({'static-x'})
0.025,frozenset({'sublime'})
0.053,frozenset({'sufjan stevens'})
0.032,frozenset({'sum 41'})
0.096,frozenset({'system of a down'})
0.020666666666666667,frozenset({'t.i.'})
0.022,frozenset({'taking back sunday'})
0.025,frozenset({'tegan and sara'})
0.03266666666666666,frozenset({'tenacious d'})
0.023,frozenset({'the all-american rejects'})
0.028666666666666667,frozenset({'the beach boys'})
0.172,frozenset({'the beatles'})
0.020666666666666667,frozenset({'the cardigans'})
0.04766666666666667,frozenset({'the chemical brothers'})
0.021333333333333333,frozenset({'the cinematic orchestra'})
0.043666666666666666,frozenset({'the clash'})
0.028333333333333332,frozenset({'the cranberries'})
0.08133333333333333,frozenset({'the cure'})
0.03133333333333333,frozenset({'the decemberists'})
0.048666666666666664,frozenset({'the doors'})
0.02,frozenset({'the dresden dolls'})
0.02666666666666667,frozenset({'the flaming lips'})
0.021333333333333333,frozenset({'the fratellis'})
0.020666666666666667,frozenset({'the fray'})
0.024333333333333332,frozenset({'the hives'})
0.10166666666666667,frozenset({'the killers'})
0.024333333333333332,frozenset({'the kinks'})
0.033666666666666664,frozenset({'the knife'})
0.049666666666666665,frozenset({'the kooks'})
0.025333333333333333,frozenset({'the mars volta'})
0.028,frozenset({'the national'})
0.06666666666666667,frozenset({'the offspring'})
0.034333333333333334,frozenset({'the postal service'})
0.06433333333333334,frozenset({'the prodigy'})
0.05566666666666667,frozenset({'the rolling stones'})
0.021333333333333333,frozenset({'the roots'})
0.04733333333333333,frozenset({'the shins'})
0.06466666666666666,frozenset({'the smashing pumpkins'})
0.057666666666666665,frozenset({'the smiths'})
0.05266666666666667,frozenset({'the strokes'})
0.020666666666666667,frozenset({'the ting tings'})
0.022333333333333334,frozenset({'the used'})
0.028,frozenset({'the velvet underground'})
0.06466666666666666,frozenset({'the white stripes'})
0.028666666666666667,frozenset({'the who'})
0.030666666666666665,frozenset({'thievery corporation'})
0.023,frozenset({'three days grace'})
0.029333333333333333,frozenset({'timbaland'})
0.04633333333333333,frozenset({'tom waits'})
0.051,frozenset({'tool'})
0.032,frozenset({'tori amos'})
0.02033333333333333,frozenset({'travis'})
0.024666666666666667,frozenset({'tv on the radio'})
0.06266666666666666,frozenset({'u2'})
0.024,frozenset({'vampire weekend'})
0.022333333333333334,frozenset({'yann tiersen'})
0.022,"frozenset({'m', '2pac'})"
0.02,"frozenset({'m', '3 doors down'})"
0.022333333333333334,"frozenset({'30 seconds to mars', 'm'})"
0.034666666666666665,"frozenset({'m', 'Brazil'})"
0.029666666666666668,"frozenset({'m', 'Finland'})"
0.02266666666666667,"frozenset({'Germany', 'f'})"
0.066,"frozenset({'Germany', 'm'})"
0.029333333333333333,"frozenset({'m', 'Netherlands'})"
0.020666666666666667,"frozenset({'Poland', 'f'})"
0.043,"frozenset({'m', 'Poland'})"
0.03866666666666667,"frozenset({'m', 'Russian Federation'})"
0.02666666666666667,"frozenset({'m', 'Spain'})"
0.033666666666666664,"frozenset({'Sweden', 'm'})"
0.07566666666666666,"frozenset({'m', 'United Kingdom'})"
0.025333333333333333,"frozenset({'United States', 'beck'})"
0.03166666666666667,"frozenset({'United States', 'coldplay'})"
0.034333333333333334,"frozenset({'United States', 'death cab for cutie'})"
0.065,"frozenset({'United States', 'f'})"
0.022333333333333334,"frozenset({'kanye west', 'United States'})"
0.02,"frozenset({'United States', 'led zeppelin'})"
0.12366666666666666,"frozenset({'United States', 'm'})"
0.024666666666666667,"frozenset({'modest mouse', 'United States'})"
0.044,"frozenset({'United States', 'radiohead'})"
0.020666666666666667,"frozenset({'red hot chili peppers', 'United States'})"
0.021333333333333333,"frozenset({'United States', 'sufjan stevens'})"
0.050666666666666665,"frozenset({'the beatles', 'United States'})"
0.02266666666666667,"frozenset({'United States', 'the killers'})"
0.023666666666666666,"frozenset({'United States', 'the shins'})"
0.020666666666666667,"frozenset({'m', '[unknown]'})"
0.027,"frozenset({'a perfect circle', 'm'})"
0.05,"frozenset({'m', 'ac/dc'})"
0.02266666666666667,"frozenset({'metallica', 'ac/dc'})"
0.021666666666666667,"frozenset({'aerosmith', 'm'})"
0.02266666666666667,"frozenset({'afi', 'm'})"
0.049666666666666665,"frozenset({'m', 'air'})"
0.02033333333333333,"frozenset({'massive attack', 'air'})"
0.027666666666666666,"frozenset({'radiohead', 'air'})"
0.024333333333333332,"frozenset({'m', 'alice in chains'})"
0.021,"frozenset({'m', 'amon amarth'})"
0.028333333333333332,"frozenset({'amy winehouse', 'f'})"
0.034333333333333334,"frozenset({'amy winehouse', 'm'})"
0.023333333333333334,"frozenset({'m', 'animal collective'})"
0.03766666666666667,"frozenset({'m', 'aphex twin'})"
0.02,"frozenset({'aphex twin', 'radiohead'})"
0.028333333333333332,"frozenset({'m', 'apocalyptica'})"
0.035666666666666666,"frozenset({'m', 'arcade fire'})"
0.023666666666666666,"frozenset({'radiohead', 'arcade fire'})"
0.020666666666666667,"frozenset({'m', 'arch enemy'})"
0.02,"frozenset({'bloc party', 'arctic monkeys'})"
0.027666666666666666,"frozenset({'arctic monkeys', 'coldplay'})"
0.027333333333333334,"frozenset({'arctic monkeys', 'f'})"
0.020666666666666667,"frozenset({'franz ferdinand', 'arctic monkeys'})"
0.05266666666666667,"frozenset({'arctic monkeys', 'm'})"
0.023666666666666666,"frozenset({'arctic monkeys', 'muse'})"
0.026,"frozenset({'arctic monkeys', 'radiohead'})"
0.021,"frozenset({'the beatles', 'arctic monkeys'})"
0.025666666666666667,"frozenset({'arctic monkeys', 'the killers'})"
0.02,"frozenset({'audioslave', 'm'})"
0.021666666666666667,"frozenset({'bad religion', 'm'})"
0.042333333333333334,"frozenset({'m', 'beastie boys'})"
0.045,"frozenset({'m', 'beck'})"
0.030666666666666665,"frozenset({'beck', 'radiohead'})"
0.023333333333333334,"frozenset({'the beatles', 'beck'})"
0.03,"frozenset({'m', 'beirut'})"
0.027666666666666666,"frozenset({'belle and sebastian', 'm'})"
0.02,"frozenset({'belle and sebastian', 'radiohead'})"
0.021333333333333333,"frozenset({'billy talent', 'm'})"
0.022333333333333334,"frozenset({'björk', 'f'})"
0.042,"frozenset({'m', 'björk'})"
0.028666666666666667,"frozenset({'björk', 'radiohead'})"
0.034666666666666665,"frozenset({'black sabbath', 'm'})"
0.02,"frozenset({'m', 'blind guardian'})"
0.02033333333333333,"frozenset({'blink-182', 'f'})"
0.020666666666666667,"frozenset({'blink-182', 'green day'})"
0.036333333333333336,"frozenset({'blink-182', 'm'})"
0.046,"frozenset({'bloc party', 'm'})"
0.023,"frozenset({'bloc party', 'radiohead'})"
0.021,"frozenset({'bloc party', 'the killers'})"
0.023666666666666666,"frozenset({'blur', 'm'})"
0.03666666666666667,"frozenset({'boards of canada', 'm'})"
0.05333333333333334,"frozenset({'bob dylan', 'm'})"
0.021666666666666667,"frozenset({'bob dylan', 'radiohead'})"
0.030333333333333334,"frozenset({'the beatles', 'bob dylan'})"
0.03133333333333333,"frozenset({'m', 'bob marley'})"
0.025666666666666667,"frozenset({'bob marley & the wailers', 'm'})"
0.02,"frozenset({'bright eyes', 'm'})"
0.023,"frozenset({'britney spears', 'f'})"
0.024333333333333332,"frozenset({'britney spears', 'm'})"
0.024666666666666667,"frozenset({'m', 'bruce springsteen'})"
0.026,"frozenset({'m', 'bullet for my valentine'})"
0.021333333333333333,"frozenset({'cat power', 'f'})"
0.028666666666666667,"frozenset({'m', 'children of bodom'})"
0.031,"frozenset({'coldplay', 'death cab for cutie'})"
0.055,"frozenset({'coldplay', 'f'})"
0.022333333333333334,"frozenset({'foo fighters', 'coldplay'})"
0.020666666666666667,"frozenset({'franz ferdinand', 'coldplay'})"
0.02033333333333333,"frozenset({'coldplay', 'green day'})"
0.022333333333333334,"frozenset({'coldplay', 'jack johnson'})"
0.023,"frozenset({'coldplay', 'keane'})"
0.020666666666666667,"frozenset({'coldplay', 'kings of leon'})"
0.026,"frozenset({'coldplay', 'linkin park'})"
0.10566666666666667,"frozenset({'coldplay', 'm'})"
0.039,"frozenset({'coldplay', 'muse'})"
0.021666666666666667,"frozenset({'coldplay', 'nirvana'})"
0.023333333333333334,"frozenset({'coldplay', 'oasis'})"
0.023666666666666666,"frozenset({'coldplay', 'pink floyd'})"
0.021333333333333333,"frozenset({'placebo', 'coldplay'})"
0.052,"frozenset({'coldplay', 'radiohead'})"
0.035,"frozenset({'red hot chili peppers', 'coldplay'})"
0.023666666666666666,"frozenset({'coldplay', 'sigur rós'})"
0.027333333333333334,"frozenset({'coldplay', 'snow patrol'})"
0.020666666666666667,"frozenset({'system of a down', 'coldplay'})"
0.04533333333333334,"frozenset({'the beatles', 'coldplay'})"
0.042333333333333334,"frozenset({'coldplay', 'the killers'})"
0.027333333333333334,"frozenset({'u2', 'coldplay'})"
0.026333333333333334,"frozenset({'creedence clearwater revival', 'm'})"
0.021333333333333333,"frozenset({'cypress hill', 'm'})"
0.058333333333333334,"frozenset({'daft punk', 'm'})"
0.021,"frozenset({'daft punk', 'radiohead'})"
0.056,"frozenset({'david bowie', 'm'})"
0.025666666666666667,"frozenset({'david bowie', 'radiohead'})"
0.030333333333333334,"frozenset({'david bowie', 'the beatles'})"
0.035,"frozenset({'death cab for cutie', 'f'})"
0.049,"frozenset({'m', 'death cab for cutie'})"
0.035333333333333335,"frozenset({'death cab for cutie', 'radiohead'})"
0.027,"frozenset({'the beatles', 'death cab for cutie'})"
0.020666666666666667,"frozenset({'death cab for cutie', 'the killers'})"
0.021333333333333333,"frozenset({'death cab for cutie', 'the shins'})"
0.022,"frozenset({'m', 'deep purple'})"
0.028333333333333332,"frozenset({'deftones', 'm'})"
0.052333333333333336,"frozenset({'depeche mode', 'm'})"
0.024333333333333332,"frozenset({'dire straits', 'm'})"
0.041666666666666664,"frozenset({'m', 'disturbed'})"
0.028333333333333332,"frozenset({'dream theater', 'm'})"
0.03,"frozenset({'m', 'elliott smith'})"
0.024,"frozenset({'radiohead', 'elliott smith'})"
0.024333333333333332,"frozenset({'elvis presley', 'm'})"
0.04033333333333333,"frozenset({'eminem', 'm'})"
0.020666666666666667,"frozenset({'enya', 'm'})"
0.021333333333333333,"frozenset({'m', 'eric clapton'})"
0.02,"frozenset({'f', 'evanescence'})"
0.03233333333333333,"frozenset({'m', 'evanescence'})"
0.021,"frozenset({'explosions in the sky', 'm'})"
0.027333333333333334,"frozenset({'feist', 'f'})"
0.022333333333333334,"frozenset({'franz ferdinand', 'f'})"
0.027333333333333334,"frozenset({'green day', 'f'})"
0.02,"frozenset({'incubus', 'f'})"
0.02033333333333333,"frozenset({'jack johnson', 'f'})"
0.027333333333333334,"frozenset({'linkin park', 'f'})"
0.020666666666666667,"frozenset({'f', 'madonna'})"
0.041666666666666664,"frozenset({'muse', 'f'})"
0.020666666666666667,"frozenset({'nine inch nails', 'f'})"
0.028,"frozenset({'nirvana', 'f'})"
0.023666666666666666,"frozenset({'paramore', 'f'})"
0.02033333333333333,"frozenset({'pink floyd', 'f'})"
0.034666666666666665,"frozenset({'placebo', 'f'})"
0.05,"frozenset({'radiohead', 'f'})"
0.03133333333333333,"frozenset({'red hot chili peppers', 'f'})"
0.026333333333333334,"frozenset({'f', 'regina spektor'})"
0.020666666666666667,"frozenset({'rihanna', 'f'})"
0.025,"frozenset({'sigur rós', 'f'})"
0.021,"frozenset({'f', 'sufjan stevens'})"
0.020666666666666667,"frozenset({'system of a down', 'f'})"
0.05266666666666667,"frozenset({'the beatles', 'f'})"
0.027,"frozenset({'f', 'the cure'})"
0.037,"frozenset({'f', 'the killers'})"
0.023333333333333334,"frozenset({'the kooks', 'f'})"
0.021,"frozenset({'f', 'the shins'})"
0.02033333333333333,"frozenset({'the smashing pumpkins', 'f'})"
0.030666666666666665,"frozenset({'m', 'fall out boy'})"
0.022,"frozenset({'fatboy slim', 'm'})"
0.028333333333333332,"frozenset({'m', 'feist'})"
0.020666666666666667,"frozenset({'foo fighters', 'green day'})"
0.059666666666666666,"frozenset({'foo fighters', 'm'})"
0.02,"frozenset({'foo fighters', 'muse'})"
0.02,"frozenset({'foo fighters', 'nirvana'})"
0.023,"frozenset({'foo fighters', 'radiohead'})"
0.025333333333333333,"frozenset({'red hot chili peppers', 'foo fighters'})"
0.021333333333333333,"frozenset({'m', 'frank sinatra'})"
0.034333333333333334,"frozenset({'franz ferdinand', 'm'})"
0.021666666666666667,"frozenset({'m', 'goldfrapp'})"
0.041,"frozenset({'m', 'gorillaz'})"
0.022,"frozenset({'linkin park', 'green day'})"
0.05366666666666667,"frozenset({'m', 'green day'})"
0.025333333333333333,"frozenset({'red hot chili peppers', 'green day'})"
0.021,"frozenset({'the beatles', 'green day'})"
0.02033333333333333,"frozenset({'green day', 'the killers'})"
0.021666666666666667,"frozenset({'the offspring', 'green day'})"
0.021,"frozenset({'m', 'hot chip'})"
0.04766666666666667,"frozenset({'in flames', 'm'})"
0.036333333333333336,"frozenset({'incubus', 'm'})"
0.020666666666666667,"frozenset({'incubus', 'radiohead'})"
0.02033333333333333,"frozenset({'m', 'infected mushroom'})"
0.034,"frozenset({'m', 'interpol'})"
0.02266666666666667,"frozenset({'radiohead', 'interpol'})"
0.05366666666666667,"frozenset({'iron maiden', 'm'})"
0.03166666666666667,"frozenset({'metallica', 'iron maiden'})"
0.037333333333333336,"frozenset({'jack johnson', 'm'})"
0.027333333333333334,"frozenset({'m', 'jamiroquai'})"
0.02666666666666667,"frozenset({'m', 'jay-z'})"
0.03233333333333333,"frozenset({'m', 'jimi hendrix'})"
0.05366666666666667,"frozenset({'johnny cash', 'm'})"
0.021333333333333333,"frozenset({'the beatles', 'johnny cash'})"
0.024,"frozenset({'josé gonzález', 'm'})"
0.03133333333333333,"frozenset({'m', 'joy division'})"
0.026,"frozenset({'judas priest', 'm'})"
0.027333333333333334,"frozenset({'m', 'justice'})"
0.046,"frozenset({'kanye west', 'm'})"
0.021666666666666667,"frozenset({'m', 'keane'})"
0.025333333333333333,"frozenset({'m', 'killswitch engage'})"
0.021,"frozenset({'kings of convenience', 'm'})"
0.03766666666666667,"frozenset({'m', 'kings of leon'})"
0.04,"frozenset({'m', 'koЯn'})"
0.02266666666666667,"frozenset({'system of a down', 'koЯn'})"
0.022333333333333334,"frozenset({'kylie minogue', 'm'})"
0.059333333333333335,"frozenset({'led zeppelin', 'm'})"
0.028666666666666667,"frozenset({'led zeppelin', 'pink floyd'})"
0.020666666666666667,"frozenset({'led zeppelin', 'radiohead'})"
0.03133333333333333,"frozenset({'the beatles', 'led zeppelin'})"
0.023333333333333334,"frozenset({'m', 'lily allen'})"
0.025333333333333333,"frozenset({'limp bizkit', 'm'})"
0.06833333333333333,"frozenset({'m', 'linkin park'})"
0.02033333333333333,"frozenset({'metallica', 'linkin park'})"
0.022333333333333334,"frozenset({'red hot chili peppers', 'linkin park'})"
0.025,"frozenset({'system of a down', 'linkin park'})"
0.020666666666666667,"frozenset({'linkin park', 'the killers'})"
0.021,"frozenset({'m', 'm83'})"
0.036333333333333336,"frozenset({'m', 'madonna'})"
0.021666666666666667,"frozenset({'m', 'manu chao'})"
0.037,"frozenset({'marilyn manson', 'm'})"
0.04833333333333333,"frozenset({'massive attack', 'm'})"
0.029333333333333333,"frozenset({'megadeth', 'm'})"
0.09466666666666666,"frozenset({'metallica', 'm'})"
0.029,"frozenset({'m', 'mgmt'})"
0.039,"frozenset({'m', 'michael jackson'})"
0.02266666666666667,"frozenset({'miles davis', 'm'})"
0.04833333333333333,"frozenset({'moby', 'm'})"
0.03166666666666667,"frozenset({'modest mouse', 'm'})"
0.02666666666666667,"frozenset({'m', 'mogwai'})"
0.023666666666666666,"frozenset({'motörhead', 'm'})"
0.07766666666666666,"frozenset({'m', 'muse'})"
0.023333333333333334,"frozenset({'my chemical romance', 'm'})"
0.023,"frozenset({'m', 'nas'})"
0.024666666666666667,"frozenset({'m', 'neil young'})"
0.023666666666666666,"frozenset({'nelly furtado', 'm'})"
0.03133333333333333,"frozenset({'m', 'nickelback'})"
0.04633333333333333,"frozenset({'nightwish', 'm'})"
0.05533333333333333,"frozenset({'m', 'nine inch nails'})"
0.06766666666666667,"frozenset({'m', 'nirvana'})"
0.023333333333333334,"frozenset({'nofx', 'm'})"
0.022,"frozenset({'norah jones', 'm'})"
0.035333333333333335,"frozenset({'m', 'oasis'})"
0.030666666666666665,"frozenset({'opeth', 'm'})"
0.026333333333333334,"frozenset({'m', 'pantera'})"
0.023333333333333334,"frozenset({'m', 'papa roach'})"
0.021,"frozenset({'paramore', 'm'})"
0.036333333333333336,"frozenset({'pearl jam', 'm'})"
0.024333333333333332,"frozenset({'pendulum', 'm'})"
0.07266666666666667,"frozenset({'m', 'pink floyd'})"
0.035,"frozenset({'pixies', 'm'})"
0.02,"frozenset({'pj harvey', 'm'})"
0.045,"frozenset({'placebo', 'm'})"
0.023666666666666666,"frozenset({'m', 'porcupine tree'})"
0.049,"frozenset({'m', 'portishead'})"
