area,perimetro,maior-eixo,menor-eixo,arredondamento,area-convexa,extensao
13203,469.466003417969,199.341857910156,85.3895721435547,0.903609395027161,13431,0.6015582084655761
15879,517.927001953125,216.65013122558602,94.6562042236328,0.899506151676178,16484,0.687759876251221
12488,469.828002929688,200.743759155273,80.0468521118164,0.917059063911438,12932,0.744663059711456
11455,405.618988037109,159.570266723633,92.32996368408199,0.8155998587608341,11639,0.776189208030701
11746,431.826995849609,174.58006286621102,87.3489608764649,0.865830421447754,12096,0.718849420547485
13831,483.61599731445295,202.875778198242,88.29086303710942,0.900335431098938,14270,0.5910683870315551
10951,432.611999511719,182.04431152343798,78.215576171875,0.9029948711395259,11242,0.5471122860908509
12203,442.601989746094,184.236434936523,85.572021484375,0.8855896592140201,12418,0.799044013023376
14840,512.007995605469,220.514312744141,86.4150238037109,0.920016586780548,15160,0.5641727447509771
13258,476.091003417969,195.304779052734,88.2648239135742,0.8920515179634091,13583,0.5754340291023249
14261,496.359008789063,208.851974487305,88.2422103881836,0.906357884407043,14763,0.695658564567566
13677,494.635009765625,219.599563598633,79.6316604614258,0.9319362640380859,13936,0.532096147537231
11652,428.808013916016,169.589889526367,89.5738067626953,0.849133133888245,12067,0.7370018959045409
14421,489.817993164063,204.956832885742,90.3416900634766,0.897613167762756,14716,0.6252601742744449
12745,470.30398559570295,205.092681884766,79.5090408325195,0.921796679496765,12940,0.533174335956574
11733,436.260009765625,182.889221191406,82.626091003418,0.89212828874588,11955,0.6866222023963929
12994,457.190002441406,187.33479309082,89.4096298217773,0.878755688667297,13335,0.763589322566986
13039,480.110992431641,205.857574462891,81.4362106323242,0.9184250831604001,13288,0.576309382915497
10767,410.622985839844,166.023178100586,83.8867950439453,0.8629603981971741,10978,0.7721600532531742
11571,432.670989990234,183.705596923828,80.5602035522461,0.898717105388641,11741,0.6622217297554019
12377,465.046997070313,197.081405639648,81.92232513427741,0.9095120429992679,12669,0.6296805143356321
11509,435.867004394531,178.424453735352,83.85386657714841,0.8826832175254821,11792,0.58465838432312
14974,498.625,210.92395019531202,90.9039993286133,0.902361512184143,15212,0.640900552272797
15252,501.33200073242205,207.52404785156202,94.2730941772461,0.890861213207245,15595,0.59171324968338
12986,462.110992431641,195.517578125,86.1084671020508,0.8977953195571899,13288,0.790575921535492
14557,492.412994384766,205.106643676758,91.4497299194336,0.895100593566895,14961,0.735647857189178
11937,427.33499145507795,172.931640625,88.59191131591801,0.858809888362885,12111,0.7723214030265809
11604,433.117004394531,175.141815185547,86.7193145751953,0.8688145279884342,12006,0.682588219642639
15344,501.799987792969,212.422698974609,92.9614028930664,0.8991577625274659,15604,0.7942029237747191
13338,462.533996582031,194.258331298828,88.3823471069336,0.890505075454712,13639,0.7431054711341859
10620,404.932006835938,164.520553588867,83.2956924438477,0.8623611927032471,10863,0.761836469173431
13450,465.398010253906,193.374969482422,89.50689697265629,0.8864277005195621,13661,0.615786075592041
12720,472.234008789063,201.64085388183602,82.2284164428711,0.9130728840827941,13352,0.745079636573792
10427,408.15701293945295,164.55422973632798,81.8578720092773,0.8674913644790649,10689,0.795104444026947
10211,392.35299682617205,163.197082519531,80.244873046875,0.870761692523956,10348,0.753468096256256
15936,522.767028808594,224.61750793457,91.1237411499024,0.914013385772705,16298,0.609081208705902
13130,467.921997070313,196.14680480957,86.2071151733398,0.898241102695465,13462,0.574818313121796
16519,533.218017578125,224.20227050781298,95.21685791015621,0.9053379893302921,17041,0.7407623529434201
11770,429.244995117188,177.57814025878898,85.3131866455078,0.8770351409912109,11938,0.592499375343323
13760,474.18798828125,198.391555786133,89.04605102539058,0.8936122059822079,13989,0.633750915527344
12975,463.851013183594,196.423965454102,85.0641174316406,0.9013632535934449,13358,0.6091263294219971
11573,446.924011230469,186.348785400391,80.1422882080078,0.9027974009513859,11884,0.572240889072418
14560,501.246002197266,212.106094360352,89.3213119506836,0.907006680965424,14988,0.6895571947097779
11905,443.76901245117205,185.270233154297,83.6057357788086,0.892390668392181,12209,0.6272061467170721
13933,483.932006835938,207.20593261718798,86.29931640625,0.909140050411224,14238,0.588386833667755
13062,469.424011230469,200.628829956055,83.27462005615241,0.9097903370857242,13279,0.6632140278816221
11634,427.10501098632795,171.32633972168,88.2664947509766,0.85707288980484,11967,0.7096931338310241
13021,455.976989746094,185.10437011718798,91.0628204345703,0.870621204376221,13380,0.7006564736366271
13874,486.817993164063,207.807235717773,85.4902648925781,0.911458432674408,14116,0.5694000124931341
10271,415.539001464844,177.822235107422,74.3962783813477,0.9082746505737309,10422,0.56608247756958
14549,485.493988037109,199.757278442383,93.6482772827148,0.8832988739013671,14846,0.6192381381988531
11465,419.59500122070295,167.98751831054702,88.0777969360352,0.851526498794556,11685,0.753780424594879
15252,502.591003417969,211.631164550781,92.19615936279301,0.9001183509826659,15495,0.574463248252869
11174,430.304992675781,175.482772827148,83.0168380737305,0.8810211420059201,11604,0.6736600995063778
10496,407.322998046875,167.92936706543,80.18907165527341,0.878622710704803,10666,0.703296720981598
14524,480.212005615234,199.933013916016,93.31210327148442,0.884406805038452,14808,0.611279487609863
11912,439.635986328125,179.977600097656,85.3026962280273,0.8805448412895199,12222,0.603964924812317
13034,449.851013183594,180.19709777832,93.86511993408199,0.853616178035736,13333,0.623159289360046
11752,428.661010742188,172.259765625,89.06375122070308,0.8559662699699399,12082,0.6499999761581421
15050,502.591003417969,206.386581420898,93.80850219726558,0.8907324075698849,15464,0.591216206550598
15065,506.820007324219,212.436904907227,91.3702774047852,0.9027786254882809,15516,0.724627196788788
12434,450.496002197266,176.910125732422,91.67809295654301,0.8552482724189759,12847,0.6123916506767271
13787,474.338012695312,194.694625854492,91.07733154296879,0.883836567401886,14075,0.6161787509918211
13468,470.763000488281,194.473495483398,89.7410659790039,0.887162804603577,14022,0.69183748960495
15035,506.152008056641,216.935302734375,89.3892364501953,0.9111590385437008,15432,0.609296500682831
12415,445.994995117188,184.3671875,87.0411529541016,0.8815408945083621,12719,0.657992362976074
14479,473.95700073242205,193.13182067871102,96.9485931396484,0.8648784160614009,14812,0.636635422706604
12831,455.242004394531,187.267120361328,88.07061767578121,0.8825097680091859,13084,0.616519331932068
10774,401.742004394531,164.320236206055,83.7188720703125,0.860478937625885,10944,0.66179358959198
12406,434.73098754882795,172.183944702148,92.8565826416016,0.842121958732605,12704,0.644467532634735
10032,403.096008300781,165.60661315918,78.4832763671875,0.880571186542511,10307,0.7459845542907719
11700,436.92898559570295,179.574844360352,83.9839553833008,0.883896708488464,11980,0.738543093204498
11506,433.704986572266,183.940979003906,80.1577529907227,0.900053322315216,11676,0.718227207660675
11689,444.898010253906,191.935974121094,78.1000442504883,0.9134696722030641,11935,0.5492951273918151
10020,411.610992431641,177.474655151367,72.4375,0.912911832332611,10217,0.547421336174011
13362,460.070007324219,186.353240966797,92.1591949462891,0.869154691696167,13612,0.74101597070694
17246,540.5419921875,225.988861083984,98.57315063476558,0.8998565673828129,17704,0.573929250240326
15517,481.377990722656,194.637512207031,102.058387756348,0.851502180099487,15718,0.650117337703705
12120,439.713989257813,181.697937011719,85.9925384521484,0.8809163570404049,12335,0.6025354266166689
10344,406.18899536132795,169.366653442383,78.96368408203129,0.8846639394760129,10533,0.7174365520477299
12037,436.201995849609,177.23352050781298,87.2996063232422,0.8702738285064701,12285,0.671932578086853
10928,410.940002441406,171.746139526367,81.3859405517578,0.880592942237854,11132,0.611185669898987
13545,482.735992431641,208.803268432617,83.3051528930664,0.916966259479523,13759,0.532554864883423
14306,482.247985839844,197.685791015625,94.0561065673828,0.8795611262321469,14667,0.5879500508308411
12387,445.614013671875,175.62965393066398,91.3113021850586,0.854222118854523,12789,0.6551195383071899
12339,435.93701171875,173.027420043945,92.2898635864258,0.8458738923072819,12646,0.737493276596069
14542,490.14599609375,208.429931640625,89.25757598876949,0.903666079044342,14747,0.5541287064552309
12729,458.385986328125,184.999588012695,88.83807373046871,0.877155244350433,13085,0.6021286845207211
12181,434.81298828125,179.225311279297,86.9854049682617,0.874324917793274,12387,0.72800624370575
16678,523.309997558594,216.897369384766,99.0448989868164,0.8896494507789608,17089,0.8034492731094359
13387,458.955993652344,180.400817871094,95.74205780029301,0.8475481271743771,13653,0.632955074310303
12770,451.739990234375,191.073089599609,86.1590957641602,0.8925632238388058,12910,0.580982685089111
9760,399.575012207031,167.365219116211,75.544921875,0.892333030700684,10012,0.613836467266083
13269,485.614990234375,207.122451782227,83.323974609375,0.9155108332633969,13741,0.7147704958915709
14516,492.786010742188,209.76013183593702,89.5131988525391,0.904374003410339,14836,0.733575880527496
13207,469.700012207031,196.487503051758,87.3390121459961,0.895778059959412,13546,0.574542105197907
11323,422.43798828125,169.984558105469,86.2649612426758,0.8616593480110172,11628,0.603121340274811
12010,428.140014648438,171.222183227539,90.1030731201172,0.8503392934799191,12222,0.6657428145408629
12378,459.976013183594,191.24949645996102,83.9984664916992,0.898384988307953,12800,0.565515339374542
12366,451.860992431641,180.865859985352,89.1407852172852,0.870111048221588,12620,0.586622416973114
10502,402.83401489257795,162.625137329102,83.3145980834961,0.8588001728057858,10798,0.639196574687958
16570,519.122985839844,221.01448059082,96.22779083251949,0.900241315364838,16757,0.592335760593414
15404,499.23098754882795,206.08692932128898,95.6330413818359,0.8858130574226379,15740,0.6247566342353821
12899,462.26901245117205,190.430526733398,87.37380981445308,0.8885279297828671,13132,0.682956516742706
11679,417.825012207031,170.56799316406298,87.6366348266602,0.8579142093658451,11853,0.794327676296234
12861,455.86599731445295,191.82275390625,86.2982864379883,0.893086194992065,13058,0.58672446012497
10786,408.024993896484,165.129928588867,84.932243347168,0.857588827610016,11022,0.787586688995361
11750,428.375,178.553619384766,84.7041854858398,0.8803143501281742,11869,0.608682155609131
9584,390.003997802734,162.296630859375,75.9874801635742,0.883621871471405,9757,0.8094594478607181
13683,492.975006103516,213.90919494628898,83.1207046508789,0.9214152693748471,14070,0.76126629114151
12901,475.30300903320295,209.585968017578,79.268913269043,0.925717055797577,13219,0.682809352874756
14204,482.170013427734,201.073883056641,91.0908432006836,0.8914994597435001,14523,0.6160117983818051
14559,496.523986816406,213.39636230468702,87.1353988647461,0.912835955619812,14765,0.710819244384766
10885,434.273010253906,191.09132385253898,73.5486068725586,0.9229636192321781,11024,0.799897134304047
12269,436.01199340820295,177.88475036621102,88.84811401367192,0.8663311004638671,12466,0.745835840702057
14652,499.335998535156,212.503936767578,88.7513427734375,0.9086099863052371,15039,0.767924547195435
13684,505.65499877929705,213.59362792968702,83.5105895996094,0.92039966583252,14158,0.577627718448639
13862,482.213989257813,199.179626464844,89.9195175170899,0.892296731472015,14218,0.575903594493866
12266,438.822998046875,178.842437744141,88.8010711669922,0.86801815032959,12554,0.7699937224388119
11145,421.243011474609,170.030700683594,84.5774917602539,0.867507100105286,11376,0.636130154132843
11211,410.575988769531,162.871398925781,88.5901260375977,0.8391326665878299,11408,0.6434228420257571
11270,422.609008789063,173.23420715332,83.39991760253909,0.876485288143158,11449,0.6139013171195981
12333,463.15499877929705,196.59944152832,81.6015319824219,0.9097918272018429,12705,0.592021882534027
11415,426.16500854492205,173.88459777832,85.3283462524414,0.871318280696869,11634,0.596394956111908
13929,487.981994628906,202.954391479492,87.9709854125977,0.901176631450653,14266,0.6553281545639039
9929,395.872009277344,164.908142089844,77.1704864501953,0.883749425411224,10070,0.613355576992035
10534,423.621002197266,176.343719482422,77.7080001831055,0.897673070430756,10826,0.8042449355125431
12663,441.287994384766,180.876739501953,89.9850540161133,0.8674675226211551,12833,0.7164356708526608
11073,431.15701293945295,182.70002746582,77.7221450805664,0.90500146150589,11367,0.751119256019592
13617,465.002990722656,189.255477905273,92.4489059448242,0.872570991516113,13872,0.6161259412765501
14186,484.059997558594,201.192306518555,91.2587738037109,0.8912106156349179,14560,0.766520798206329
12210,453.12399291992205,189.42077636718798,83.1553955078125,0.89848792552948,12641,0.637331664562225
14329,486.277008056641,206.572296142578,89.21240234375,0.9019358158111569,14588,0.8127623200416569
15401,499.264007568359,202.64988708496102,97.7685012817383,0.8759233355522159,15760,0.6173240542411801
13415,464.29299926757795,191.95777893066398,89.88296508789058,0.8835995197296139,13660,0.5806605219841
13495,466.95901489257795,196.395538330078,88.2130584716797,0.89345121383667,13725,0.689575910568237
11941,434.80398559570295,174.229888916016,89.4745254516602,0.858063936233521,12249,0.754136681556702
12159,437.822998046875,177.584533691406,88.5802993774414,0.866713404655457,12377,0.6701388955116271
13340,471.639007568359,197.410064697266,87.4258041381836,0.8965888023376469,13712,0.765610635280609
11552,432.81201171875,178.890762329102,84.0798034667969,0.882663011550903,11838,0.6364738345146179
14750,482.825012207031,198.503356933594,95.4746856689453,0.8767356276512149,15046,0.605500817298889
13700,455.625,185.958541870117,94.56549072265629,0.8610442876815799,13893,0.614515125751495
11710,424.49099731445295,173.7900390625,86.4989471435547,0.8673372268676759,11880,0.7327910065650941
14556,487.419006347656,208.731262207031,89.1951217651367,0.9041002988815309,14819,0.776485621929169
12354,453.089996337891,192.006744384766,82.8737030029297,0.9020561575889591,12602,0.657617390155792
11031,414.440002441406,170.684661865234,83.0967102050781,0.873489260673523,11200,0.6055665612220761
11068,423.972991943359,172.015579223633,82.98536682128909,0.8759348392486569,11323,0.6053048968315121
12058,445.828002929688,184.828018188477,84.4970321655273,0.8893815279006959,12308,0.7048164606094359
12672,445.54299926757795,180.455276489258,90.30992889404301,0.8657619953155521,12900,0.625685095787048
10973,419.942993164063,171.833435058594,82.90455627441409,0.875912249088287,11239,0.7047527432441708
14852,495.816986083984,205.71363830566398,92.94775390625,0.892103672027588,15202,0.601295530796051
11353,418.505004882813,166.98600769043,87.7520904541016,0.850790083408356,11587,0.6414124369621279
10763,411.28298950195295,168.57058715820298,81.7990188598633,0.8743749856948849,10963,0.7673059105873109
10272,403.045989990234,171.38366699218798,76.6611785888672,0.894380271434784,10419,0.7592017650604251
13959,477.263000488281,200.49440002441398,89.4598388671875,0.8949351906776429,14242,0.7157360315322879
11386,431.785003662109,176.876770019531,83.3233261108398,0.8820898532867428,11713,0.6809808611869809
14461,483.566009521484,202.353057861328,91.65203857421879,0.891545414924622,14718,0.7454123497009281
10655,417.973999023438,177.50758361816398,77.1575927734375,0.9005888104438778,10822,0.7335628271102909
14092,499.4169921875,210.96301269531202,86.7967300415039,0.9114409089088441,14618,0.77292674779892
15073,498.361999511719,205.80310058593702,93.99627685546879,0.8896057605743409,15476,0.613921463489533
8968,390.49099731445295,166.476943969727,69.3682098388672,0.909051597118378,9150,0.789714694023132
13425,477.197998046875,199.75636291503898,86.6409683227539,0.9010413289070129,13784,0.611673057079315
16505,516.221008300781,212.853103637695,99.69015502929692,0.8835420012474059,16820,0.5884135365486151
12331,431.364013671875,177.130477905273,89.4249649047852,0.8632049560546879,12502,0.747786521911621
13099,453.36599731445295,180.982635498047,93.6039657592773,0.8558654189109799,13377,0.62731671333313
13852,490.278991699219,213.985687255859,82.9664840698242,0.921777307987213,14158,0.728324294090271
14938,502.68701171875,209.644729614258,92.0359649658203,0.8984825611114499,15331,0.6352000832557679
12164,435.085998535156,177.585800170898,88.19933319091801,0.8679465651512149,12354,0.710223615169525
11017,416.932006835938,168.36868286132798,84.200065612793,0.8659714460372929,11303,0.7368245124816891
12921,477.121002197266,197.700149536133,84.8275909423828,0.903270304203033,13557,0.7239466309547421
11206,427.139007568359,171.675918579102,84.9890670776367,0.8688614964485172,11588,0.6087570786476141
12569,454.10400390625,192.091720581055,83.93650817871091,0.8994806408882141,12811,0.566783905029297
10106,408.941986083984,167.795257568359,78.3033676147461,0.8844367265701291,10424,0.7812306880950931
14836,495.10501098632795,208.595275878906,91.3899993896484,0.8989159464836121,15164,0.6005505323410029
11962,449.441986083984,192.088912963867,80.964729309082,0.906830191612244,12171,0.5389016270637511
10380,399.177001953125,164.590576171875,80.95957946777341,0.870660364627838,10630,0.7064107656478879
12244,442.190002441406,179.901458740234,87.8075942993164,0.87279486656189,12568,0.632699489593506
14955,508.71701049804705,217.981552124023,88.6121826171875,0.913645327091217,15363,0.5694106221199039
15164,501.652008056641,212.158401489258,92.4468460083008,0.900070428848267,15461,0.701063334941864
15741,523.7760009765631,227.502334594727,89.1243515014648,0.9200711250305179,15999,0.56322455406189
12621,444.588012695313,184.94313049316398,87.6244583129883,0.8806371092796329,12832,0.733992457389832
12213,450.218994140625,188.316787719727,83.7176895141602,0.8957501649856571,12447,0.7179894447326659
11044,420.218994140625,165.99221801757798,87.1315155029297,0.851155698299408,11328,0.612942636013031
11180,425.497009277344,177.018585205078,81.56251525878909,0.887526452541351,11353,0.579394698143005
9571,388.59201049804705,160.936584472656,76.4387741088867,0.88000625371933,9720,0.637429237365723
14730,483.705993652344,196.451263427734,96.8864288330078,0.869925558567047,15006,0.653099238872528
12020,425.734008789063,175.548690795898,87.5983047485352,0.8666036128997799,12176,0.6468625664711
14897,509.631011962891,219.671920776367,87.5005950927734,0.917244791984558,15330,0.7136629223823551
14385,496.97799682617205,214.26954650878898,86.0332412719727,0.9158508181571959,14604,0.7762668132781979
10919,428.701995849609,182.932647705078,77.9017715454102,0.904794037342072,11162,0.609047293663025
12174,435.368011474609,174.200012207031,90.66159057617192,0.8538949489593509,12471,0.663867354393005
14641,505.002014160156,211.583648681641,90.0334320068359,0.9049482345581059,15034,0.629557967185974
14078,478.47000122070295,203.645462036133,88.56031036376949,0.9004908800125121,14280,0.7443950772285458
13404,468.214996337891,191.548416137695,90.53829956054692,0.881242036819458,13804,0.7065148353576659
14020,488.58200073242205,207.265182495117,86.7977981567383,0.908089280128479,14271,0.553909361362457
11746,436.950012207031,185.25390625,81.1539611816406,0.8989414572715759,11926,0.589481055736542
14362,504.576995849609,211.293060302734,88.26586151123051,0.9085659980773929,14724,0.541860044002533
12171,431.94900512695295,174.380020141602,90.0505752563477,0.856344997882843,12366,0.618822455406189
11559,435.184997558594,178.782073974609,83.54547119140621,0.8840970396995541,11796,0.6663784384727479
11589,449.360992431641,196.646697998047,75.97959899902341,0.922341287136078,11783,0.562928080558777
12861,471.920989990234,193.250915527344,86.45822143554692,0.894339740276337,13330,0.633421957492828
16865,517.747009277344,210.479446411133,103.80493927001999,0.8699254393577579,17234,0.650204360485077
13582,475.85598754882795,195.639694213867,89.24896240234379,0.889882147312164,13890,0.721832454204559
12735,473.05099487304705,200.68444824218702,81.7311782836914,0.9133113026618961,13140,0.5376139879226679
12495,451.316986083984,182.64161682128898,88.68121337890621,0.874210178852081,12902,0.590612590312958
14304,489.036987304688,211.026611328125,86.8394241333008,0.9114055633544921,14483,0.5777292847633361
16059,522.7239990234381,217.850143432617,95.1538848876953,0.8995654582977299,16675,0.68845921754837
15594,515.6610107421869,216.534271240234,93.2799835205078,0.9024540185928349,16029,0.6666666865348821
11638,451.00900268554705,195.0361328125,76.9290313720703,0.918923914432526,11843,0.5405982732772829
11271,404.463989257813,158.988830566406,91.34058380126949,0.8184979557991031,11462,0.6700951457023621
12780,448.661010742188,181.935165405273,90.7071075439453,0.866850435733795,13038,0.607356727123261
11363,416.049987792969,168.4384765625,86.90823364257808,0.8566101193428041,11594,0.63026237487793
10622,408.028015136719,166.3291015625,81.88404846191409,0.8704248070716859,10808,0.6208065748214721
15209,496.565002441406,214.050079345703,91.0263214111328,0.905072569847107,15395,0.569369554519653
12040,441.023010253906,182.75280761718798,85.1511459350586,0.884818315505981,12372,0.747408270835876
14321,494.34500122070295,211.668991088867,86.8254165649414,0.9119981527328491,14583,0.5612776875495911
13029,466.88699340820295,197.72624206543,84.6039276123047,0.9038335680961609,13300,0.610057592391968
14619,493.523986816406,209.53288269043,89.80801391601558,0.903489351272583,14973,0.6123141646385191
11104,420.97000122070295,164.939025878906,87.2920303344727,0.8484733104705809,11429,0.632706522941589
12170,441.476989746094,181.888000488281,86.5787353515625,0.879445135593414,12373,0.772551238536835
10557,412.66799926757795,168.808578491211,80.59271240234379,0.878674805164337,10778,0.616071403026581
10524,402.494995117188,164.081939697266,82.4643783569336,0.864530444145203,10713,0.6325279474258421
14403,510.558990478516,223.412078857422,83.2021102905273,0.9280661344528199,14781,0.598777770996094
12730,454.43899536132795,186.893585205078,87.8686981201172,0.882584571838379,12943,0.666143357753754
15042,504.72000122070295,214.521209716797,90.20870971679692,0.907287061214447,15375,0.695616006851196
11318,427.756011962891,175.574661254883,83.88063049316409,0.87849634885788,11628,0.5894791483879089
11334,433.389007568359,178.98973083496102,82.2980422973633,0.888026654720306,11566,0.711577117443085
11386,450.119995117188,195.46043395996102,75.842887878418,0.921650230884552,11612,0.512859761714935
12918,459.828002929688,193.346572875977,86.05883026123051,0.8954801559448241,13179,0.776695549488068
10443,406.528991699219,164.568374633789,81.9593200683594,0.86716216802597,10722,0.7718403339385991
11128,441.433013916016,184.410980224609,79.2536544799805,0.9029400944709781,11403,0.558102190494537
11635,449.308990478516,197.570648193359,75.2581405639648,0.9246090054512021,11842,0.521889269351959
14104,467.80099487304705,189.494903564453,95.6470108032227,0.8632672429084781,14409,0.789697647094727
14800,502.618988037109,213.994918823242,88.8556747436524,0.909719526767731,15123,0.791232287883759
12061,432.68899536132795,174.202789306641,90.0654296875,0.855976402759552,12378,0.628013551235199
15159,515.1309814453131,216.061920166016,91.0257034301758,0.9069238901138309,15685,0.650712549686432
11706,433.065002441406,181.553894042969,82.64781188964841,0.890376627445221,11928,0.5867668986320501
11443,421.671997070313,173.63220214843798,84.6323471069336,0.873165905475616,11644,0.6337856650352479
17948,526.918029785156,214.093826293945,107.542449951172,0.86468493938446,18322,0.666369616985321
13814,481.41598510742205,203.062347412109,87.3184814453125,0.9028249382972721,14112,0.637471139431
13494,479.44601440429705,203.02734375,85.7512664794922,0.906426727771759,13842,0.772940754890442
12754,450.723999023438,186.26734924316398,88.7173004150391,0.879288196563721,13063,0.801634192466736
13429,491.377014160156,208.908782958984,83.8421173095703,0.915931940078735,13837,0.533066034317017
11903,433.713012695312,180.906036376953,84.3602523803711,0.884615659713745,12104,0.686447501182556
12809,455.14401245117205,189.07946777343798,87.2080307006836,0.8872836232185359,13025,0.590004622936249
15568,519.455993652344,222.228088378906,90.8175277709961,0.912683069705963,15984,0.782704889774323
12831,452.72000122070295,184.246520996094,89.2625732421875,0.874805867671967,13073,0.6112328767776489
14340,477.89599609375,196.475067138672,94.2577896118164,0.87740832567215,14700,0.608142495155335
13414,480.287994384766,199.48291015625,86.8428573608398,0.9002662301063541,13933,0.5550544261932371
11908,447.63400268554705,187.821136474609,81.9485092163086,0.8997957110404972,12287,0.580311894416809
12574,444.631011962891,174.560256958008,93.24240112304692,0.84538596868515,12964,0.6547253131866461
12124,431.752014160156,173.803268432617,89.8988800048828,0.8558373451232909,12389,0.770120024681091
12958,445.69699096679705,178.810974121094,93.6661605834961,0.8518241643905641,13223,0.7119780182838441
12431,437.65701293945295,178.194198608398,89.4865188598633,0.864759981632233,12657,0.735562145709991
10628,418.30398559570295,171.824813842773,80.3275985717773,0.88399463891983,10828,0.7150642275810241
12651,467.565002441406,200.050369262695,81.1726989746094,0.9139790534973141,12991,0.5941110253334051
11819,434.033996582031,176.372116088867,86.8189468383789,0.870454549789429,12193,0.7718782424926759
12135,432.81298828125,180.87585449218798,86.0537338256836,0.879574418067932,12304,0.643050193786621
11189,427.471008300781,176.94299316406298,81.42933654785159,0.88781476020813,11422,0.5991111397743231
10694,405.677001953125,163.367477416992,84.6836700439453,0.8551606535911559,10891,0.7501403093338009
11337,433.97799682617205,184.348114013672,78.8676986694336,0.9038642644882199,11506,0.65660834312439
15583,504.183013916016,207.846832275391,96.9117584228516,0.8846449851989749,15906,0.685388803482056
