idUsuario,artista,sexo,pais
98,crystal castles,m,Slovakia
98,cansei de ser sexy,m,Slovakia
98,lykke li,m,Slovakia
98,simian mobile disco,m,Slovakia
98,late of the pier,m,Slovakia
98,the kills,m,Slovakia
98,klaxons,m,Slovakia
98,santogold,m,Slovakia
98,boys noize,m,Slovakia
98,phoenix,m,Slovakia
98,mgmt,m,Slovakia
98,architecture in helsinki,m,Slovakia
98,m.i.a.,m,Slovakia
98,the whitest boy alive,m,Slovakia
98,justin timberlake,m,Slovakia
98,daft punk,m,Slovakia
98,feist,m,Slovakia
101,metallica,m,Sweden
101,ramones,m,Sweden
101,bob dylan,m,Sweden
101,neil young,m,Sweden
101,u2,m,Sweden
101,the clash,m,Sweden
101,judas priest,m,Sweden
101,slipknot,m,Sweden
101,pink floyd,m,Sweden
101,the offspring,m,Sweden
101,the beatles,m,Sweden
101,håkan hellström,m,Sweden
101,turbonegro,m,Sweden
101,system of a down,m,Sweden
101,misfits,m,Sweden
113,flogging molly,m,Poland
113,rammstein,m,Poland
113,nine inch nails,m,Poland
113,boards of canada,m,Poland
113,johnny cash,m,Poland
113,emilie autumn,m,Poland
113,nouvelle vague,m,Poland
113,the offspring,m,Poland
113,the white stripes,m,Poland
113,rage against the machine,m,Poland
113,the prodigy,m,Poland
113,marilyn manson,m,Poland
113,tool,m,Poland
113,cypress hill,m,Poland
113,guano apes,m,Poland
113,shpongle,m,Poland
113,depeche mode,m,Poland
113,primus,m,Poland
113,electric six,m,Poland
113,muse,m,Poland
113,dropkick murphys,m,Poland
113,a perfect circle,m,Poland
123,therion,m,Spain
123,moonspell,m,Spain
123,lacuna coil,m,Spain
123,nile,m,Spain
123,rammstein,m,Spain
123,the haunted,m,Spain
123,queens of the stone age,m,Spain
123,cannibal corpse,m,Spain
123,dimmu borgir,m,Spain
123,dark tranquillity,m,Spain
123,lacrimosa,m,Spain
123,nofx,m,Spain
123,the gathering,m,Spain
123,chris cornell,m,Spain
123,the black keys,m,Spain
129,adele,f,Poland
129,placebo,f,Poland
129,tricky,f,Poland
129,röyksopp,f,Poland
129,amy winehouse,f,Poland
129,manu chao,f,Poland
129,kings of leon,f,Poland
129,mgmt,f,Poland
129,shout out louds,f,Poland
129,alanis morissette,f,Poland
129,morcheeba,f,Poland
129,vampire weekend,f,Poland
129,moloko,f,Poland
129,basement jaxx,f,Poland
129,lamb,f,Poland
129,faithless,f,Poland
129,hey,f,Poland
129,jamiroquai,f,Poland
129,goldfrapp,f,Poland
129,air,f,Poland
129,hooverphonic,f,Poland
129,portishead,f,Poland
129,nelly furtado,f,Poland
129,aerosmith,f,Poland
129,m83,f,Poland
129,pidżama porno,f,Poland
129,pj harvey,f,Poland
129,erykah badu,f,Poland
129,michael jackson,f,Poland
129,the chemical brothers,f,Poland
129,damien rice,f,Poland
129,doves,f,Poland
129,elvis presley,f,Poland
129,franz ferdinand,f,Poland
129,akurat,f,Poland
129,phoenix,f,Poland
129,pink floyd,f,Poland
129,bat for lashes,f,Poland
129,bloc party,f,Poland
129,the offspring,f,Poland
141,ill niño,m,Germany
141,heaven shall burn,m,Germany
141,as i lay dying,m,Germany
141,all that remains,m,Germany
141,in flames,m,Germany
141,parkway drive,m,Germany
141,avenged sevenfold,m,Germany
141,chimaira,m,Germany
141,bullet for my valentine,m,Germany
141,bob marley,m,Germany
141,cypress hill,m,Germany
141,slipknot,m,Germany
141,iced earth,m,Germany
141,soilwork,m,Germany
141,stone sour,m,Germany
141,trivium,m,Germany
141,audioslave,m,Germany
141,disturbed,m,Germany
141,tenacious d,m,Germany
141,children of bodom,m,Germany
143,nightwish,m,Mexico
143,michael jackson,m,Mexico
143,shakira,m,Mexico
143,era,m,Mexico
143,toto,m,Mexico
143,evanescence,m,Mexico
143,madonna,m,Mexico
143,the cranberries,m,Mexico
143,creed,m,Mexico
143,queen,m,Mexico
143,roxette,m,Mexico
143,billy joel,m,Mexico
143,elton john,m,Mexico
143,abba,m,Mexico
143,dido,m,Mexico
143,green day,m,Mexico
143,phil collins,m,Mexico
143,nirvana,m,Mexico
167,koЯn,m,Russian Federation
167,slipknot,m,Russian Federation
167,soulfly,m,Russian Federation
167,static-x,m,Russian Federation
167,linkin park,m,Russian Federation
167,ill niño,m,Russian Federation
167,dope,m,Russian Federation
167,lacuna coil,m,Russian Federation
167,adema,m,Russian Federation
167,godsmack,m,Russian Federation
167,limp bizkit,m,Russian Federation
167,mudvayne,m,Russian Federation
167,stone sour,m,Russian Federation
167,system of a down,m,Russian Federation
169,the all-american rejects,f,Singapore
169,the smiths,f,Singapore
169,elliott smith,f,Singapore
169,bob dylan,f,Singapore
169,manic street preachers,f,Singapore
169,blink-182,f,Singapore
169,metro station,f,Singapore
169,new order,f,Singapore
169,arctic monkeys,f,Singapore
169,sufjan stevens,f,Singapore
169,death cab for cutie,f,Singapore
169,hot hot heat,f,Singapore
169,joy division,f,Singapore
169,the used,f,Singapore
169,late of the pier,f,Singapore
169,adam green,f,Singapore
169,muse,f,Singapore
169,the beatles,f,Singapore
169,the strokes,f,Singapore
169,the academy is...,f,Singapore
169,boys like girls,f,Singapore
169,the whitest boy alive,f,Singapore
169,beastie boys,f,Singapore
169,no doubt,f,Singapore
177,john williams,m,United States
177,death cab for cutie,m,United States
177,the white stripes,m,United States
177,the killers,m,United States
177,rage against the machine,m,United States
177,franz ferdinand,m,United States
177,linkin park,m,United States
177,good charlotte,m,United States
177,bloodhound gang,m,United States
177,fall out boy,m,United States
177,snow patrol,m,United States
177,the shins,m,United States
177,beastie boys,m,United States
177,green day,m,United States
177,nada surf,m,United States
177,tenacious d,m,United States
177,john mayer,m,United States
177,the beatles,m,United States
177,jason mraz,m,United States
177,jack johnson,m,United States
177,blink-182,m,United States
191,chet baker,f,United States
191,the smashing pumpkins,f,United States
191,interpol,f,United States
191,neutral milk hotel,f,United States
191,otis redding,f,United States
191,the postal service,f,United States
191,alice in chains,f,United States
191,iron & wine,f,United States
191,the get up kids,f,United States
191,mogwai,f,United States
191,okkervil river,f,United States
191,devendra banhart,f,United States
191,morrissey,f,United States
191,converge,f,United States
191,rufus wainwright,f,United States
191,band of horses,f,United States
191,saves the day,f,United States
191,matisyahu,f,United States
194,at the drive-in,m,Russian Federation
194,system of a down,m,Russian Federation
194,the white stripes,m,Russian Federation
194,the mars volta,m,Russian Federation
194,muse,m,Russian Federation
194,joy division,m,Russian Federation
194,gogol bordello,m,Russian Federation
194,arctic monkeys,m,Russian Federation
194,stone sour,m,Russian Federation
194,nickelback,m,Russian Federation
194,guano apes,m,Russian Federation
194,fugazi,m,Russian Federation
194,r.e.m.,m,Russian Federation
194,god is an astronaut,m,Russian Federation
194,bullet for my valentine,m,Russian Federation
194,roxette,m,Russian Federation
194,franz ferdinand,m,Russian Federation
194,kaiser chiefs,m,Russian Federation
194,pain,m,Russian Federation
197,wilco,f,United States
197,radiohead,f,United States
197,aphex twin,f,United States
197,boards of canada,f,United States
197,ben folds five,f,United States
197,interpol,f,United States
197,tori amos,f,United States
197,within temptation,f,United States
197,sigur rós,f,United States
197,mariah carey,f,United States
197,ben folds,f,United States
197,beyoncé,f,United States
197,the fray,f,United States
197,céline dion,f,United States
197,emilie autumn,f,United States
197,rihanna,f,United States
197,alanis morissette,f,United States
197,thom yorke,f,United States
197,tracy chapman,f,United States
197,loreena mckennitt,f,United States
197,pink floyd,f,United States
197,coldplay,f,United States
197,ani difranco,f,United States
197,the killers,f,United States
197,counting crows,f,United States
197,matchbox twenty,f,United States
212,wilco,m,Sweden
212,bon iver,m,Sweden
212,sufjan stevens,m,Sweden
212,kings of convenience,m,Sweden
212,joni mitchell,m,Sweden
212,anna ternheim,m,Sweden
212,miles davis,m,Sweden
212,nina simone,m,Sweden
212,ella fitzgerald,m,Sweden
212,modest mouse,m,Sweden
212,mogwai,m,Sweden
212,devendra banhart,m,Sweden
212,the whitest boy alive,m,Sweden
212,jens lekman,m,Sweden
212,josé gonzález,m,Sweden
212,neil young,m,Sweden
212,the beatles,m,Sweden
212,explosions in the sky,m,Sweden
212,andrew bird,m,Sweden
212,leonard cohen,m,Sweden
212,death cab for cutie,m,Sweden
212,john coltrane,m,Sweden
212,the books,m,Sweden
212,aphex twin,m,Sweden
212,radiohead,m,Sweden
212,foals,m,Sweden
212,kent,m,Sweden
217,atmosphere,f,United States
217,sublime,f,United States
217,jay-z,f,United States
217,the mountain goats,f,United States
217,ben folds,f,United States
217,nirvana,f,United States
217,blink-182,f,United States
217,jimmy eat world,f,United States
217,notorious b.i.g.,f,United States
217,eminem,f,United States
217,taking back sunday,f,United States
228,ska-p,m,Czech Republic
228,the dresden dolls,m,Czech Republic
228,ramones,m,Czech Republic
228,rancid,m,Czech Republic
228,goldfinger,m,Czech Republic
228,less than jake,m,Czech Republic
228,the distillers,m,Czech Republic
230,static-x,m,Poland
230,deftones,m,Poland
230,disturbed,m,Poland
230,napalm death,m,Poland
230,sepultura,m,Poland
230,hatebreed,m,Poland
230,the offspring,m,Poland
230,machine head,m,Poland
230,cannibal corpse,m,Poland
230,mudvayne,m,Poland
230,therion,m,Poland
230,dethklok,m,Poland
230,bullet for my valentine,m,Poland
230,anthrax,m,Poland
230,arch enemy,m,Poland
230,nile,m,Poland
230,in flames,m,Poland
230,motörhead,m,Poland
230,amon amarth,m,Poland
230,norther,m,Poland
230,green day,m,Poland
230,soulfly,m,Poland
239,beyoncé,m,Sweden
239,britney spears,m,Sweden
239,sugababes,m,Sweden
239,lily allen,m,Sweden
239,a fine frenzy,m,Sweden
239,fall out boy,m,Sweden
239,alicia keys,m,Sweden
239,alanis morissette,m,Sweden
239,the all-american rejects,m,Sweden
239,lady gaga,m,Sweden
239,janet jackson,m,Sweden
239,katy perry,m,Sweden
239,justin timberlake,m,Sweden
239,madonna,m,Sweden
239,kylie minogue,m,Sweden
239,robyn,m,Sweden
239,good charlotte,m,Sweden
239,keane,m,Sweden
239,céline dion,m,Sweden
239,september,m,Sweden
239,amy macdonald,m,Sweden
239,rihanna,m,Sweden
239,enya,m,Sweden
239,leona lewis,m,Sweden
239,coldplay,m,Sweden
239,duffy,m,Sweden
239,scissor sisters,m,Sweden
239,ok go,m,Sweden
239,snow patrol,m,Sweden
239,kt tunstall,m,Sweden
239,kent,m,Sweden
239,seal,m,Sweden
239,john legend,m,Sweden
240,the kills,m,Switzerland
240,nick cave and the bad seeds,m,Switzerland
240,elliott smith,m,Switzerland
240,bonnie prince billy,m,Switzerland
240,babyshambles,m,Switzerland
240,r.e.m.,m,Switzerland
240,the velvet underground,m,Switzerland
240,the raconteurs,m,Switzerland
240,neil young,m,Switzerland
240,leonard cohen,m,Switzerland
240,bob dylan,m,Switzerland
240,pj harvey,m,Switzerland
240,the national,m,Switzerland
240,the doors,m,Switzerland
240,the raveonettes,m,Switzerland
240,al green,m,Switzerland
240,sonic youth,m,Switzerland
240,the clash,m,Switzerland
240,belle and sebastian,m,Switzerland
248,tom waits,m,Netherlands
248,system of a down,m,Netherlands
248,me first and the gimme gimmes,m,Netherlands
248,afi,m,Netherlands
248,ozzy osbourne,m,Netherlands
248,the all-american rejects,m,Netherlands
248,my chemical romance,m,Netherlands
248,calvin harris,m,Netherlands
248,sugarcult,m,Netherlands
248,paramore,m,Netherlands
248,simple plan,m,Netherlands
248,boys like girls,m,Netherlands
248,jazzanova,m,Netherlands
248,busta rhymes,m,Netherlands
248,fall out boy,m,Netherlands
248,dizzee rascal,m,Netherlands
248,jimmy eat world,m,Netherlands
261,the libertines,f,Mexico
261,norah jones,f,Mexico
261,mgmt,f,Mexico
261,band of horses,f,Mexico
261,nouvelle vague,f,Mexico
261,jason mraz,f,Mexico
261,cat power,f,Mexico
261,interpol,f,Mexico
261,air,f,Mexico
261,cut copy,f,Mexico
261,radiohead,f,Mexico
261,razorlight,f,Mexico
261,coldplay,f,Mexico
261,the smashing pumpkins,f,Mexico
261,cansei de ser sexy,f,Mexico
261,m83,f,Mexico
261,the fratellis,f,Mexico
261,belle and sebastian,f,Mexico
261,joy division,f,Mexico
261,the killers,f,Mexico
261,bright eyes,f,Mexico
261,feist,f,Mexico
261,nine inch nails,f,Mexico
261,the ting tings,f,Mexico
261,klaxons,f,Mexico
261,the kooks,f,Mexico
261,the last shadow puppets,f,Mexico
261,digitalism,f,Mexico
261,maxïmo park,f,Mexico
261,the mars volta,f,Mexico
261,placebo,f,Mexico
261,muse,f,Mexico
264,iron & wine,f,United States
264,the national,f,United States
264,cat power,f,United States
264,beirut,f,United States
264,cocorosie,f,United States
264,feist,f,United States
264,bob dylan,f,United States
264,radiohead,f,United States
264,kanye west,f,United States
264,nina simone,f,United States
264,m. ward,f,United States
264,broken social scene,f,United States
264,arcade fire,f,United States
264,neutral milk hotel,f,United States
264,the decemberists,f,United States
264,elliott smith,f,United States
264,bonnie prince billy,f,United States
264,death cab for cutie,f,United States
264,josé gonzález,f,United States
264,m.i.a.,f,United States
264,clap your hands say yeah,f,United States
264,kings of convenience,f,United States
264,sigur rós,f,United States
264,billie holiday,f,United States
264,the magnetic fields,f,United States
264,massive attack,f,United States
264,otis redding,f,United States
264,justin timberlake,f,United States
264,stars,f,United States
264,aimee mann,f,United States
264,blonde redhead,f,United States
264,the postal service,f,United States
264,ani difranco,f,United States
264,andrew bird,f,United States
264,pj harvey,f,United States
264,frédéric chopin,f,United States
264,santogold,f,United States
264,st. germain,f,United States
277,motörhead,m,Turkey
277,sentenced,m,Turkey
277,sodom,m,Turkey
277,comeback kid,m,Turkey
277,rise against,m,Turkey
277,alkaline trio,m,Turkey
277,daft punk,m,Turkey
277,she wants revenge,m,Turkey
277,katatonia,m,Turkey
277,paradise lost,m,Turkey
277,hatebreed,m,Turkey
277,nouvelle vague,m,Turkey
277,van halen,m,Turkey
277,dredg,m,Turkey
277,the haunted,m,Turkey
277,nile,m,Turkey
277,in flames,m,Turkey
277,ignite,m,Turkey
277,lagwagon,m,Turkey
277,dream theater,m,Turkey
277,soilwork,m,Turkey
282,thursday,m,Chile
282,fugazi,m,Chile
282,converge,m,Chile
284,kanye west,m,Poland
284,bob marley,m,Poland
284,lil wayne,m,Poland
284,linkin park,m,Poland
284,30 seconds to mars,m,Poland
284,2pac,m,Poland
284,ice cube,m,Poland
284,bullet for my valentine,m,Poland
290,cut copy,m,Argentina
290,digitalism,m,Argentina
290,boys noize,m,Argentina
290,devendra banhart,m,Argentina
290,daft punk,m,Argentina
290,hot chip,m,Argentina
290,m83,m,Argentina
290,feist,m,Argentina
290,justice,m,Argentina
290,four tet,m,Argentina
290,the chemical brothers,m,Argentina
290,snoop dogg,m,Argentina
290,cocorosie,m,Argentina
290,crystal castles,m,Argentina
290,lcd soundsystem,m,Argentina
290,junior boys,m,Argentina
290,deerhoof,m,Argentina
290,the presets,m,Argentina
290,air,m,Argentina
290,bloc party,m,Argentina
290,elliott smith,m,Argentina
290,dead can dance,m,Argentina
290,ratatat,m,Argentina
290,explosions in the sky,m,Argentina
290,simian mobile disco,m,Argentina
299,linkin park,m,Germany
299,devildriver,m,Germany
299,static-x,m,Germany
299,the prodigy,m,Germany
299,all shall perish,m,Germany
299,koЯn,m,Germany
299,heaven shall burn,m,Germany
299,caliban,m,Germany
299,soilwork,m,Germany
299,dark tranquillity,m,Germany
299,scar symmetry,m,Germany
299,die apokalyptischen reiter,m,Germany
299,sonic syndicate,m,Germany
299,all that remains,m,Germany
299,enter shikari,m,Germany
299,trivium,m,Germany
299,bring me the horizon,m,Germany
299,ill niño,m,Germany
299,machine head,m,Germany
299,limp bizkit,m,Germany
299,killswitch engage,m,Germany
299,parkway drive,m,Germany
299,tenacious d,m,Germany
299,amon amarth,m,Germany
299,lostprophets,m,Germany
299,3 doors down,m,Germany
299,chimaira,m,Germany
299,dimmu borgir,m,Germany
299,slipknot,m,Germany
301,the specials,m,Poland
301,madness,m,Poland
301,flogging molly,m,Poland
301,gorillaz,m,Poland
301,coma,m,Poland
301,bob marley & the wailers,m,Poland
301,arctic monkeys,m,Poland
306,duffy,f,Sweden
306,the jesus and mary chain,f,Sweden
306,fleet foxes,f,Sweden
306,bon iver,f,Sweden
306,hercules and love affair,f,Sweden
306,the last shadow puppets,f,Sweden
306,kylie minogue,f,Sweden
306,antony and the johnsons,f,Sweden
306,amy winehouse,f,Sweden
306,cut copy,f,Sweden
306,the jam,f,Sweden
306,tom waits,f,Sweden
306,portishead,f,Sweden
306,röyksopp,f,Sweden
306,my bloody valentine,f,Sweden
306,manic street preachers,f,Sweden
306,the streets,f,Sweden
306,joy division,f,Sweden
306,animal collective,f,Sweden
307,arctic monkeys,m,Brazil
307,muse,m,Brazil
308,akon,m,United States
308,new found glory,m,United States
308,metallica,m,United States
308,eminem,m,United States
308,frou frou,m,United States
308,black eyed peas,m,United States
308,imogen heap,m,United States
308,justin timberlake,m,United States
308,flo rida,m,United States
308,common,m,United States
308,jay-z,m,United States
308,m83,m,United States
308,gym class heroes,m,United States
308,ludacris,m,United States
333,christina aguilera,m,Croatia
333,pink,m,Croatia
333,the pussycat dolls,m,Croatia
334,tool,m,United States
334,melvins,m,United States
334,nine inch nails,m,United States
334,king crimson,m,United States
334,radiohead,m,United States
334,gojira,m,United States
334,mastodon,m,United States
334,queens of the stone age,m,United States
334,a perfect circle,m,United States
334,buckethead,m,United States
334,tom waits,m,United States
334,primus,m,United States
334,david bowie,m,United States
334,björk,m,United States
334,rage against the machine,m,United States
334,deftones,m,United States
334,portishead,m,United States
334,the cure,m,United States
334,frank zappa,m,United States
334,aphex twin,m,United States
334,incubus,m,United States
334,isis,m,United States
334,the jimi hendrix experience,m,United States
334,mf doom,m,United States
334,broken social scene,m,United States
339,paul oakenfold,f,United States
339,the cure,f,United States
339,keane,f,United States
339,mgmt,f,United States
339,john williams,f,United States
339,tv on the radio,f,United States
339,imogen heap,f,United States
339,michael bublé,f,United States
339,kraftwerk,f,United States
339,britney spears,f,United States
339,coldplay,f,United States
339,koop,f,United States
339,thievery corporation,f,United States
339,death cab for cutie,f,United States
339,pinback,f,United States
339,frank sinatra,f,United States
339,aphex twin,f,United States
339,joshua radin,f,United States
